source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010154-Sample-407	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 407	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01293_D02_P013196_S00_N12_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-408	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 408	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01343_B05_P013674_S00_N34_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-409	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 409	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01349_G02_P013680_S00_N15_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-410	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 410	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01321_E03_P013560_B00_N21_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-411	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 411	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01293_H01_P013196_S00_N08_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-412	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 412	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01307_E04_P013386_S00_N29_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-413	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 413	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01275_D03_P013127_S00_N20_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-414	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 414	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01753_D08_P018443_S00_N33_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-415	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 415	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01307_A02_P013386_S00_N09_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-416	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 416	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01323_D05_P013562_S00_N36_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-417	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 417	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01321_D05_P013560_B00_N36_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-418	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 418	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01346_B03_P013677_S00_N18_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-419	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 419	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01275_C05_P013127_S00_N35_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-420	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 420	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01323_B03_P013562_S00_N18_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-421	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 421	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01524_H01_P015424_S00_N08_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-422	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 422	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01269_F02_P013107_S00_N14_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-423	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 423	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01276_G04_P013128_S00_N30_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-424	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 424	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01075_D05_P010693_S00_N36_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-425	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 425	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01349_E03_P013680_S00_N21_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-426	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 426	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01754_A05_P018444_S00_N33_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-427	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 427	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01306_F03_P013385_S00_N22_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-428	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 428	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01308_H03_P013387_B00_N24_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-429	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 429	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01499_B04_P015159_S00_N26_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-430	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 430	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01698_G02_P018021_S00_N15_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-431	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 431	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01277_F04_P013129_S00_N30_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-432	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 432	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01086_B05_P010738_S00_N34_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-433	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 433	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01323_G01_P013562_S00_N07_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-434	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 434	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01284_F02_P013188_B00_N14_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-435	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 435	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01753_A03_P018442_S00_N17_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-436	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 436	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01753_H11_P018443_S00_N09_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-437	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 437	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01093_D05_P010748_S00_N36_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-438	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 438	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01499_B01_P015159_S00_N02_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-439	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 439	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01347_E03_P013678_S00_N21_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-440	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 440	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01277_H04_P013129_S00_N32_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-441	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 441	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	02383a_BC6-TUM_unmod_proteogenom_6_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-442	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 442	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01092_A01_P010747_S00_N15_R3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-443	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 443	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01296_A02_P013201_S00_N09_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-444	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 444	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01754_H04_P018444_S00_N32_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-445	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 445	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01350_H04_P013681_S00_N32_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-446	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 446	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01307_H04_P013386_S00_N32_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD010154-Sample-447	Homo sapiens	testis	normal	lymphocytes	1	not available	not available	run 447	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus, Q Exactive HF, Orbitrap Fusion Lumos Mass Spectrometer	NT=Chymotrypsin;AC=MS:1001306	1	1	not available	tissue (29 healthy human tissues)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	dithiothreitol	chloroacetamide	orbitrap	01087_C04_P010739_S00_N27_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
