source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD018117-Sample-42	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017144.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-43	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017105.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-44	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-45	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017100.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-46	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017180.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-47	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017204.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-48	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017211.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-49	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017205.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-50	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017129.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-51	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017196.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-52	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017116.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-53	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017194.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-54	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017098.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-55	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 55	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017151.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-56	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 56	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017112.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-57	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 57	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017161.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-58	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 58	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017208.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-59	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 59	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017081.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-60	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 60	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017132.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-61	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 61	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017176.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-62	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017210.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-63	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017092.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-64	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017158.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-65	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017084.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-66	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017188.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-67	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017174.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-68	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017186.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-69	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017177.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-70	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017214.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-71	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017216.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-72	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017154.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-73	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017182.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-74	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017104.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-75	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017162.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-76	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017090.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-77	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017118.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-78	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017128.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-79	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017195.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-80	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017136.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-81	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017135.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-82	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017077.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD018117-Sample-83	Homo sapiens	kidney	not available	kidney cells	HEK-293T	not available	3	not available	not available	run 83	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	viral protein bait (26 different SARS-CoV-2 proteins, including wild-type and catalytic dead mutants)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	7 ppm	10 ppm	dithiothreitol	iodoacetamide	orbitrap	qx017120.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
