source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[alkylation reagent]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002080-Sample-54	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 54	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3525-01A-12_W_VU_20121209_A0218_7F_R_FR02.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-55	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 55	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3525-01A-12_W_VU_20121210_A0218_7F_R_FR09.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-56	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 56	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3526-01A-11_W_VU_20130106_A0218_8J_R_FR03.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-57	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 57	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3807-01A-22_W_VU_20121019_A0218_4I_R_FR09.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-58	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 58	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3534-01A-22_W_VU_20130209_A0218_10B_R_FR15.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-59	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 59	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3807-01A-22_W_VU_20121019_A0218_4I_R_FR04.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-60	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 60	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3526-01A-11_W_VU_20130106_A0218_8J_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-61	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 61	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR05.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-62	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 62	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3526-01A-11_W_VU_20130106_A0218_8J_R_FR12.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-63	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 63	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3531-01A-22_W_VU_20130101_A0218_8G_R_FR01.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-64	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 64	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3526-01A-11_W_VU_20130106_A0218_8J_R_FR05.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-65	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 65	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3531-01A-22_W_VU_20130102_A0218_8G_R_FR15.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-66	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 66	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3525-01A-12_W_VU_20121210_A0218_7F_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-67	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 67	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3518-01A-11_W_VU_20120916_A0218_3F_R_FR08.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-68	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 68	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3529-01A-12_W_VU_20121203_A0218_7B_R_FR03.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-69	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 69	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3534-01A-22_W_VU_20130208_A0218_10B_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-70	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 70	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3525-01A-12_W_VU_20121210_A0218_7F_R_FR08.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-71	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 71	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR10.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-72	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 72	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3552-01A-22_W_VU_20130125_A0218_9F_R_FR03.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-73	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 73	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3807-01A-22_W_VU_20121020_A0218_4I_R_FR12.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-74	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 74	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3526-01A-11_W_VU_20130106_A0218_8J_R_FR08.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-75	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 75	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR08.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-76	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 76	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3526-01A-11_W_VU_20130106_A0218_8J_R_FR09.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-77	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 77	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3534-01A-22_W_VU_20130208_A0218_10B_R_FR03.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-78	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 78	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3810-01A-22_W_VU_20121030_A0218_5E_R_FR15.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-79	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 79	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR13.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-80	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 80	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3518-01A-11_W_VU_20120915_A0218_3F_R_FR02.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-81	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 81	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3529-01A-12_W_VU_20121203_A0218_7B_R_FR08.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-82	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 82	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3529-01A-12_W_VU_20121204_A0218_7B_R_FR12.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-83	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 83	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3525-01A-12_W_VU_20121210_A0218_7F_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-84	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 84	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3526-01A-11_W_VU_20130106_A0218_8J_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-85	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 85	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR15.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-86	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 86	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3552-01A-22_W_VU_20130126_A0218_9F_R_FR10.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-87	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 87	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3531-01A-22_W_VU_20130102_A0218_8G_R_FR12.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-88	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 88	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3807-01A-22_W_VU_20121020_A0218_4I_R_FR15.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-89	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 89	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3531-01A-22_W_VU_20130102_A0218_8G_R_FR08.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-90	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 90	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR06.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-91	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 91	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3518-01A-11_W_VU_20120915_A0218_3F_R_FR06.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-92	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 92	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3525-01A-12_W_VU_20121210_A0218_7F_R_FR12.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-93	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 93	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3807-01A-22_W_VU_20121019_A0218_4I_R_FR02.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-94	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 94	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-95	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 95	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3807-01A-22_W_VU_20121020_A0218_4I_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-96	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 96	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3531-01A-22_W_VU_20130102_A0218_8G_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-97	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 97	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3526-01A-11_W_VU_20130106_A0218_8J_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-98	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 98	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3529-01A-12_W_VU_20121203_A0218_7B_R_FR01.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-99	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 99	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3526-01A-11_W_VU_20130106_A0218_8J_R_FR02.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-100	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 100	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3525-01A-12_W_VU_20121210_A0218_7F_R_FR05.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-101	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 101	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR09.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-102	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 102	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3552-01A-22_W_VU_20130126_A0218_9F_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-103	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 103	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3529-01A-12_W_VU_20121203_A0218_7B_R_FR09.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-104	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 104	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3525-01A-12_W_VU_20121210_A0218_7F_R_FR13.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-105	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 105	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3552-01A-22_W_VU_20130126_A0218_9F_R_FR12.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002080-Sample-106	Homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 106	proteomic profiling by mass spectrometry	not available	label free sample	not available	NT=Trypsin;AC=MS:1001251	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	iodoacetamide	TCGA-AA-3518-01A-11_W_VU_20120915_A0218_3F_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
