source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD003028-Sample-44	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-45	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150602_QEp3_NiGr_SA_saliva3_4_frac7.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-46	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_1_fractionated5.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-47	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_3_fractionated3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-48	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-49	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20141116_QEp1_LC7_PhGe_4_53_M2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-50	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_2_fractionated2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-51	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_3_fractionated4.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-52	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20141116_QEp1_LC7_PhGe_4_53_M2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-53	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150602_QEp3_NiGr_SA_saliva3_4_frac2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-54	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_2_fractionated5.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-55	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 55	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_6m.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-56	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 56	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-57	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 57	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated7.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-58	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 58	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated5.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-59	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 59	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_4.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-60	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 60	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_7.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-61	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 61	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_2_fractionated8.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-62	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_8.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-63	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated6.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-64	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated4.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-65	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated4.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-66	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated7.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-67	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_2m.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-68	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_1_fractionated3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-69	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated4.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-70	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated4.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-71	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_2_fractionated7.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-72	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_3m.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-73	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150602_QEp3_NiGr_SA_saliva3_4_frac4.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-74	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-75	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_1_fractionated6.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-76	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated8.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-77	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-78	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150513_QEp4_NiGr_SA_workflow_rep2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-79	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150602_QEp3_NiGr_SA_saliva3_4_frac8.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-80	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_1_fractionated1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-81	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_1_fractionated7.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-82	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_1_fractionated8.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-83	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 83	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_4m.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-84	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 84	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20141116_QEp1_LC7_PhGe_4_53_M2_3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-85	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-86	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_3_fractionated7.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD003028-Sample-87	Homo sapiens	saliva	normal	8	not available	24 to 40 years	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	not available	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time point (waking, post-prandial after tooth brushing)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	6.1 ppm	13 ppm	tris(2-carboxyethyl)phosphine	chloroacetamide	orbitrap	20150414_QEp1_LC7_NiGr_SA_Saliva_3_fractionated1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
