source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD005445-Sample-37	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2550_CON.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-38	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2721_HIP.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-39	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3572.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-40	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2826_V1C.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-41	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2580_DFC.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-42	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2804_STR.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-43	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3138.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-44	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3609.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-45	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3139.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-46	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2136_CBCd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-47	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3538.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-48	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3648.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-49	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-1985_MDd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-50	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3586.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-51	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2030_STRd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-52	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3567.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-53	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3561.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-54	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2834_V1C.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-55	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 55	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2751_AMYdev.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-56	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 56	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3566.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-57	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 57	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3539.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-58	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 58	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2592_DFC.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-59	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 59	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2126_CBCd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-60	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 60	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2081_HIPd.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-61	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 61	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3630.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-62	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3579.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-63	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3550.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-64	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2554_AMY.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-65	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3642.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-66	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp16-2756_AMYdev.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-67	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3578.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-68	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-2725_HIP.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-69	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3601.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-70	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3612.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-71	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3603.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-72	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3610.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD005445-Sample-73	Homo sapiens	brain	normal	not available	not available	one year post conception to 42 years	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	brain region (CBC, STR, MD, AMY, HIP, V1C, DFC), developmental age (1 to 42 years)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	11 ppm	dithiothreitol	iodoacetamide	orbitrap	300m/z-1500m/z	QEp15-3143.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
