source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD003977-Sample-48	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F16F31_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-49	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F22F37_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-50	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F18F33_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-51	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F22F37_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-52	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F32_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-53	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F20F35_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-54	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F16F31_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-55	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 55	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F38_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-56	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 56	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F12F27_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-57	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 57	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F25F40_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-58	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 58	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F34_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-59	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 59	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F20F35_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-60	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 60	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F16F31_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-61	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 61	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F24F39_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-62	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F24_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-63	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F12F27_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-64	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F13F28_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-65	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F12F27_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-66	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F18_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-67	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F19F34_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-68	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F12_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-69	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F21_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-70	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F15F30_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-71	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F20F35_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-72	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F21F36_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-73	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F20F35_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-74	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F17_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-75	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F15F30_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-76	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F15F30_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-77	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F18F33_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-78	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F19F34_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-79	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F24F39_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-80	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F41_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-81	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F23_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-82	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F30_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-83	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 83	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F12F27_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-84	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 84	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F24F39_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-85	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F20F35_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-86	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F33_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-87	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F26F41_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-88	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F17F32_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-89	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F25F40_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-90	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F22_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-91	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F21F36_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-92	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F18F33_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-93	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F18F33_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-94	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 94	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F29_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-95	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 95	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F14F29_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-96	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 96	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	not available	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F19F34_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
