source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[developmental stage]	characteristics[cell type]	characteristics[individual]	assay name	comment[label]	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type	sampleChecksum	sampleAccession
PXD002049-Sample 2	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 28	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A00Y-01A-12_W_VU_20121017_A0218_4G_R_FR13.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	13	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A00Y-01A-12_W_VU_20121017_A0218_4G_R_FR13.raw	tissue	30da64093c26081cd13abcc7d37aa84329ac092f22a1fde798cfa88d6d304656	SAMEA7718147
PXD002049-Sample 2	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 29	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A00Y-01A-12_W_VU_20121017_A0218_4G_R_FR14.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	14	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A00Y-01A-12_W_VU_20121017_A0218_4G_R_FR14.raw	tissue	30da64093c26081cd13abcc7d37aa84329ac092f22a1fde798cfa88d6d304656	SAMEA7718147
PXD002049-Sample 2	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 30	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A00Y-01A-12_W_VU_20121017_A0218_4G_R_FR15.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	15	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A00Y-01A-12_W_VU_20121017_A0218_4G_R_FR15.raw	tissue	30da64093c26081cd13abcc7d37aa84329ac092f22a1fde798cfa88d6d304656	SAMEA7718147
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 31	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR01.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR01.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 32	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR02.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR02.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 33	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR03.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR03.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 34	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR04.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR04.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 35	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR05.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR05.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 36	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR06.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR06.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 37	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR07.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	7	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR07.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 38	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR08.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	8	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR08.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 39	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR09.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	9	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR09.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 40	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR10.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	10	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR10.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 41	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120829_A0218_2I_R_FR11.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	11	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120829_A0218_2I_R_FR11.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 42	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120829_A0218_2I_R_FR12.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	12	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120829_A0218_2I_R_FR12.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 43	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120829_A0218_2I_R_FR13.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	13	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120829_A0218_2I_R_FR13.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 44	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120829_A0218_2I_R_FR14.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	14	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120829_A0218_2I_R_FR14.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 3	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 45	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A011-01A-32_W_VU_20120829_A0218_2I_R_FR15.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	15	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A011-01A-32_W_VU_20120829_A0218_2I_R_FR15.raw	tissue	7fa219dd6a26b7c7439313c1a3ecb01e5703e4b382ada2adb3728f670509800c	SAMEA7718148
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 46	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR01.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR01.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 47	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR02.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR02.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 48	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR03.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR03.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 49	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR04.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR04.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 50	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR05.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR05.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 51	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR06.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR06.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 52	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR07.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	7	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR07.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 53	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR08.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	8	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR08.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 54	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR09.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	9	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120824_A0218_2F_R_FR09.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
PXD002049-Sample 4	Homo sapiens	colon	rectum	not available	not available	not available	colon and rectal tumors	not available	not applicable	not available	run 55	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A014-01A-12_W_VU_20120825_A0218_2F_R_FR10.raw	NT=Reversed-phase chromatography;AC=PRIDE:0000563	10	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NT=Trypsin	35% NCE	not available	10 ppm	TCGA-AG-A014-01A-12_W_VU_20120825_A0218_2F_R_FR10.raw	tissue	3c93fa7102ed2964b6500a7f5cec036214ee42ef2772f8f678614594f5aee59d	SAMEA7718149
