source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD004242-Sample-366	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 366	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150917_QEp1_LC7_PhGe_SA_Plate4C_58_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-367	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 367	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_40_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-368	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 368	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_37_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-369	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 369	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_36_6.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-370	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 370	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_23_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-371	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 371	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_29_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-372	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 372	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_15_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-373	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 373	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150917_QEp1_LC7_PhGe_SA_Plate4C_43_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-374	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 374	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_08_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-375	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 375	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_06_6.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-376	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 376	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_52_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-377	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 377	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_02_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-378	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 378	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_03_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-379	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 379	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4B_14_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-380	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 380	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_10_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-381	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 381	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_26_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-382	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 382	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_36_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-383	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 383	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_46_7.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-384	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 384	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4B_16_7.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-385	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 385	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_1_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-386	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 386	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_30_6.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-387	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 387	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_22_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-388	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 388	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_23_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-389	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 389	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_20_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-390	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 390	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_09_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-391	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 391	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_27_6.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-392	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 392	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_1_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-393	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 393	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_45_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-394	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 394	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_25_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-395	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 395	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_52_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-396	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 396	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_14_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-397	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 397	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_21_5.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-398	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 398	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_10_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-399	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 399	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150725_QEp1_LC7_PhGe_SA_Plate3B_10_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-400	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 400	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_45_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-401	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 401	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_27_1.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-402	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 402	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_57_2.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-403	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 403	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_27_4.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-404	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 404	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_37_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
PXD004242-Sample-405	Homo sapiens	plasma	obese	not available	not available	18 and 65 years	run 405	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (before weight loss, after weight loss, and five time points during weight maintenance)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	20 ppm	orbitrap	20150917_QEp1_LC8_PhGe_SA_DoubleTop14_M3_3.raw	v1.1.0	HAMLET-agentic v2.1.0	obese
