source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000202-Sample-33	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110317_OV3_P3_BH_HA_SA1_10.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-34	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA2_01.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-35	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110224_OV3_P3_BH_HA_SACO_1_4.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-36	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110224_OV3_P3_BH_HA_SACO_1_1.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-37	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110224_OV3_P3_BH_HA_SACO_2_5.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-38	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110224_OV3_P3_BH_HA_SACO_2_3.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-39	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA3_09.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-40	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA3_05.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-41	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA2_05.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-42	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110224_OV3_P3_BH_HA_SACO_1_8.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-43	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110224_OV3_P3_BH_HA_SACO_2_6.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-44	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110224_OV3_P3_BH_HA_SACO_2_9.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-45	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110224_OV3_P3_BH_HA_SACO_1_5.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-46	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110317_OV3_P3_BH_HA_SA1_08.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-47	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA3_08.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-48	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA2_02.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-49	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110224_OV3_P3_BH_HA_SACO_1_2.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-50	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110224_OV3_P3_BH_HA_SACO_2_10.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
