source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000262-Sample-35	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_C8.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-36	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S1FP1A1.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-37	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_TCL_8.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-38	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_C1.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-39	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_B12.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-40	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_NUC_4.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-41	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_B4.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-42	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_CYTO_8.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-43	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_CYTO_2.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-44	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S1FP1A3.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-45	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S3FP1B4.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-46	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S4FP1C5.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-47	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S3FP1B5.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-48	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S3FP1B6.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-49	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_B9.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-50	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S1FP1A5.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-51	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_C4.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-52	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_CYTO_5.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-53	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S2FP1A11.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-54	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S2FP1B12.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-55	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 55	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_B5.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-56	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 56	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_C6.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-57	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 57	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_MEM_6.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-58	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 58	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S4FP1C3.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-59	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 59	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S3FP1B7.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-60	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 60	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_MEM_5.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-61	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 61	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_B3.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-62	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S4FP1C1.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-63	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1662S2FP1B11.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-64	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S4FP1C7.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-65	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_NUC_3.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-66	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_A10.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-67	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_CYTO_3.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-68	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_B8.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-69	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	221111_EXP187_5_2.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-70	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S1FP1A6.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-71	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 71	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_A1.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-72	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 72	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S1FP1A7.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-73	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 73	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	070312_EXP191_CYTOSKEL_1.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-74	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 74	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	031111_EXP187_B10.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-75	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 75	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	101211_EXP191_CYTO_1.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
PXD000262-Sample-76	Homo sapiens	bone	osteosarcoma	osteosarcoma cell	U2OS	not available	not available	not available	not available	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (DMSO, cycloheximide, MG132), subcellular compartment (nucleus, cytosol, cytoskeleton, membrane)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	not applicable	not applicable	7 ppm	20 ppm	orbitrap	PT1621S1FP1A8.raw	v1.1.0	HAMLET-agentic v2.1.0	osteosarcoma
