source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000208-Sample-32	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-3-9_HDAC7_IDIRTgel10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-33	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011_07_16_HDAC4_CEMT_01.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-34	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-3-9_HDAC7_IDIRTgel09.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-35	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-05-04_HDAC3_GFP_01.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-36	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-4-6-HDAC3_IDIRT04.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-37	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-05-04_HDAC5_GFP_03.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-38	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-4-6-HDAC1_IDIRT06.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-39	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011_12_13_HDAC7_02.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-40	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-4-6-HDAC3_IDIRT03.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-41	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-4-18CEM_HDAC5_IDIRT09.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-42	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-7-27-HDAC8_N1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-43	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-3-9_HDAC7_IDIRTgel06.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-44	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-5-2_HDAC11_C2new.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-45	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-4-18CEM_HDAC5_IDIRT06.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-46	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011_12_13_HDAC7_01.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-47	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-4-6-HDAC1_IDIRT_Input.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-48	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-4-6-HDAC1_IDIRT02.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-49	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-4-6-HDAC3_IDIRT06.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-50	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-4-18CEM_HDAC5_IDIRT08.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-51	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-01-20_HDAC1_GFP_02.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-52	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-3-9_HDAC7_IDIRTgel01.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-53	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-3-9_HDAC7_IDIRTgel05.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-54	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-7-27_HDAC10_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-55	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 55	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-05-25_GFP_01.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-56	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 56	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-3-9_HDAC7_IDIRT_Input_02.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-57	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 57	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-4-6-HDAC3_IDIRT_Input.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-58	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 58	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-7-27_HDAC6_N2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-59	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 59	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012_02_08_HDAC9_01.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-60	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 60	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	HDAC9_CEMT_02.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-61	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 61	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-4-18CEM_HDAC5_IDIRT01.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-62	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-05-25_HDAC2_GFP_02.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-63	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011_12_13_GFP_06.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-64	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-7-27_HDAC6_N1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-65	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011_07_16_HDAC4_CEMT_02.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-66	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-02-08_HDAC3_GFP_03.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-67	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-7-27_HDAC6_C1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
