source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000313-Sample-42	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	3_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-43	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	3_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-44	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	3_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-45	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	3_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-46	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	3_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-47	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	3_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-48	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	3_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-49	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	4_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-50	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	4_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-51	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	4_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-52	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	4_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-53	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	4_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-54	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	4_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-55	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	4_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-56	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	4_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-57	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	4_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-58	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	4_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-59	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	4_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-60	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	4_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-61	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	5_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-62	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	5_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-63	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	5_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-64	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	5_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-65	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	5_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-66	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	5_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-67	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	5_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-68	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	5_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-69	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	5_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-70	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	5_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-71	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	5_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-72	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	5_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-73	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	6_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-74	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	6_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-75	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	6_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-76	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	6_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-77	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	6_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-78	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	6_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-79	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	6_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-80	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	6_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-81	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	6_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-82	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	6_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000313-Sample-83	Oryza sativa	embryos	normal	not available	not available	6, 12, 18, 24 and 30 DAP	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Q Exactive, Triple Quad 5500	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	developmental stage (6 DAP, 12 DAP, 18 DAP, 24 DAP, 30 DAP)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	15 ppm	0.02 Da	orbitrap	6_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
