source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000281-Sample-111	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr68.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-112	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr68.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-113	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr69.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-114	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr69.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-115	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr69.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-116	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr69.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-117	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr71.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-118	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr71.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-119	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr71.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-120	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=mTRAQ heavy;AC=UNIMOD:1302;MT=Variable;TA=H	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr71.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-121	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr08.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-122	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr08.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-123	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr08.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-124	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr08.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-125	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr24.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-126	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr24.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-127	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr24.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-128	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr24.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-129	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr70.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-130	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr70.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-131	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr70.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-132	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr70.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-133	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr63.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-134	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr63.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-135	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr63.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-136	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr63.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-137	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr67.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-138	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr67.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-139	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr67.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-140	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_MCF7_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr67.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-141	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr23.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-142	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr23.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-143	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr23.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-144	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_fr23.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-145	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_crv7_fr42.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-146	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_crv7_fr42.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-147	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_crv7_fr42.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
PXD000281-Sample-148	Homo sapiens	breast	breast carcinoma	epithelial cell	MCF7, LCC2	not available	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	Thermo Scientific LTQ Orbitrap Velos, 4800 MALDI-TOF/TOF, Agilent 6530 Q-TOF	not available	not available	not available	not available	cell line (MCF7, LCC2), treatment (untreated, 4-OHT, fulvestrant), subcellular fraction (cytosolic, DNA-binding)	not applicable	not applicable	orbitrap	HJ_LCC2_iTRAQ8_D-E2-4OHT-ICI_1mg_IPG37-49_crv7_fr42.raw	v1.1.0	HAMLET-agentic v2.1.0	breast carcinoma
