source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD004242-Sample-293	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 293	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_05_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-294	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 294	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_44_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-295	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 295	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_02_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-296	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 296	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_17_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-297	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 297	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150818_QEp1_LC7_PhGe_SA_Plate3C_54_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-298	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 298	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_44_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-299	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 299	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_30_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-300	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 300	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150917_QEp1_LC7_PhGe_SA_Plate4C_09_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-301	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 301	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150725_QEp1_LC7_PhGe_SA_Plate3B_10_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-302	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 302	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_11_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-303	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 303	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_10_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-304	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 304	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_40_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-305	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 305	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_57_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-306	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 306	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_06_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-307	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 307	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_14_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-308	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 308	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_09_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-309	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 309	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_41_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-310	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 310	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_44_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-311	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 311	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_47_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-312	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 312	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_48_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-313	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 313	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_12_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-314	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 314	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_02_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-315	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 315	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_09_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-316	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 316	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_39_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-317	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 317	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4B_43_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-318	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 318	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4B_14_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-319	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 319	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_57_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-320	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 320	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_42_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-321	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 321	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_08_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-322	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 322	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150907_QEp1_LC7_PhGe_SA_Plate2D_29_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-323	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 323	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_58_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-324	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 324	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_28_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-325	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 325	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_37_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-326	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 326	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_17_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-327	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 327	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_38_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-328	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 328	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_53_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-329	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 329	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150618_QEp1_LC7_PhGe_SA_Plate1B_41_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-330	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 330	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150725_QEp1_LC7_PhGe_SA_Plate3B_10_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-331	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 331	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_48_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-332	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 332	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_20_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-333	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 333	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_20_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-334	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 334	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_38_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-335	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 335	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_49_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-336	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 336	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150917_QEp1_LC7_PhGe_SA_Plate4C_14_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-337	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 337	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_05_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-338	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 338	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_44_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-339	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 339	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_42_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-340	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 340	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_03_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-341	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 341	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150912_QEp1_LC7_PhGe_SA_Plate3D_54_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-342	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 342	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_07_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-343	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 343	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150708_QEp1_LC7_PhGe_SA_Plate1C_11_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-344	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 344	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150624_QEp1_LC7_PhGe_SA_Plate2A_25_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-345	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 345	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_48_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-346	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 346	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_14_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-347	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 347	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_45_5.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-348	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 348	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_26_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-349	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 349	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150917_QEp1_LC7_PhGe_SA_Plate4C_43_7.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-350	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 350	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150901_QEp1_LC7_PhGe_SA_Plate1E_28_3.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-351	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 351	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150824_QEp1_LC7_PhGe_SA_Plate4D_03_2.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-352	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 352	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150811_QEp1_LC7_PhGe_SA_Plate2B_22_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-353	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 353	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150731_QEp1_LC7_PhGe_SA_Plate4E_43_4.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-354	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 354	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150827_QEp1_LC7_PhGe_SA_Plate2C_20_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-355	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 355	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_08_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-356	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 356	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150701_QEp1_LC7_PhGe_SA_Plate3A_39_1.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
PXD004242-Sample-357	Homo sapiens	plasma	obesity	not available	female, male	18-65	run 357	proteomic profiling by mass spectrometry	not available	not available	Q Exactive HF	not available	not available	not available	not available	time point (week -8, week 0, week 4, week 13, week 26, week 39, week 52), weight loss, weight maintenance, liraglutide treatment	not available	Orbitrap	20150805_QEp1_LC7_PhGe_SA_Plate1D_28_6.raw	v1.1.0	HAMLET-agentic v2.2.5	obesity
