source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000011-Sample-30	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	WT_1500_W5c_3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-31	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	95-TAP_1500_P5b_2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-32	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_1500_N5c_2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-33	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	WT_1500_W5c_1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-34	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	WT_1500_W5a.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-35	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	WT_1500_W5b_3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-36	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	WT_1500_W4c_2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-37	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_1500_N5b_2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-38	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_840_N3b_1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-39	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_1500_N4c_2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-40	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_1500_N5c_1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-41	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	95-TAP_1500_P5b_3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-42	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	WT_1500_W5b_1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-43	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	95-TAP_1500_P4b_1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-44	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_840_N3a.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-45	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_1500_N5b_3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-46	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_840_N3c_1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-47	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_1500_N4c_3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-48	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	95-TAP_1500_P5c_2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-49	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	WT_1500_W4c_3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
