source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD031991-Sample-27	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	160427_S_Histones_01_02_physco_green_HCD.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-28	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_13_01_Phyto1_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-29	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_30_01_Corallo1_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-30	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150218_S_ASIR_03_01_Theca1.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-31	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	161220_S_ASIR_03_01_2ug_HCD_IT.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-32	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_33_01_Sycon2_HCD.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-33	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_04_01_Acantha1_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-34	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_31_01_Corallo2_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-35	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_10_01_Spizello1_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-36	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_19_01_Bige1_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-37	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_34_01_Sycon3_HCD.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-38	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_16_01_Phyto4_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-39	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_20_01_Bige2_HCD.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-40	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_18_01_Thalas2_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-41	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150508_S_ASIR_01_02_Capsa1_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-42	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_26_01_Spizello1_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-43	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	2021MZ001_CRNA_001_01_45pto.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-44	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	2021MZ001_CRNA_002_01_45pto.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-45	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_04_04_CID_Acanthamoeba.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-46	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	160427_S_Histones_01_01_physco_green_CID.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-47	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	2021MH000_CRNA_012_01.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-48	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 48	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_11_04_CID_Physcomitrella.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-49	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 49	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	2021MH000_CRNA_004_01.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-50	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 50	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	161220_S_ASIR_07_01_2ug_CID_IT.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-51	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 51	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	2021MZ002_CRNA_004_01_45pto.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-52	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 52	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_26_04_CID_Spizellomyces.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD031991-Sample-53	Homo sapiens, Capsaspora owczarzaki, Corallochytrium limacisporum, Creolimax fragrantissima, Spizellomyces punctatus, Thecamonas trahens, Chlamydomonas reinhardtii, Guillardia theta, Emiliania huxleyi, Thalassiosira pseudonana, Bigelowiella natans, Naegleria gruberi, Gefionella okellyi, Fabomonas tropica, Physcomitrella patens, Sycon ciliatum, Phytophthora infestans, Methanobrevibacter cuticularis, Methanospirillum stamsii, Methanosarcina spelaei, Nitrososphaera viennensis	sponges	normal	ES cells	not available	not available	not available	run 53	proteomic profiling by mass spectrometry	not available	label free sample	LTQ-Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	taxonomic group (eukaryotes, archaea)	NT=dimethylated residue;AC=MOD:00429;MT=?	NT=acetylated residue;AC=MOD:00394;MT=?	NT=monomethylated residue;AC=MOD:00599;MT=?	beta-mercaptoethanol	150527_S_ASIR_12_01_PhyscoIV_HCD.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
