source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000561-Sample-304	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 304	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Esophagus_bRP_Velos_3_f08.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-305	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 305	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Retina_Gel_Velos_5_f08.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-306	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 306	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Prostate_Gel_Elite_62_f05.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-307	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 307	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Frontalcortex_bRP_Elite_85_f15.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-308	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 308	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Gut_bRP_Elite_18_f15.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-309	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 309	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_NKcells_Gel_Velos_47_f30.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-310	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 310	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Monocytes_Gel_Velos_32_f05.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-311	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 311	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Gut_bRP_Elite_18_f21.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-312	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 312	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Urinarybladder_Gel_Elite_70_f04.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-313	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 313	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Bcells_bRP_Elite_75_f16.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-314	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 314	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Liver_bRP_Velos_10_f19.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-315	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 315	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Pancreas_bRP_Elite_59_f03.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-316	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 316	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_NKcells_Gel_Velos_47_f07.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-317	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 317	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Liver_bRP_Velos_10_f07.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-318	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 318	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_CD4Tcells_Gel_Velos_30_f16.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-319	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 319	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Retina_Gel_Elite_65_f15.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-320	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 320	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Adrenalgland_Gel_Elite_49_f13.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-321	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 321	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_NKcells_Gel_Velos_47_f03.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-322	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 322	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Gut_bRP_Elite_18_f18.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-323	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 323	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Esophagus_Gel_Velos_4_f04.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-324	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 324	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Bcells_bRP_Velos_42_f13.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-325	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 325	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Ovary_bRP_Elite_25_f12.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-326	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 326	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Urinarybladder_Gel_Elite_70_f23.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-327	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 327	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Platelets_Gel_Velos_36_f24.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-328	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 328	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Liver_Gel_Velos_11_f25.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-329	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 329	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Ovary_bRP_Velos_41_f05.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-330	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 330	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Bcells_bRP_Elite_75_f12.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-331	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 331	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Colon_Gel_Elite_51_f11.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-332	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 332	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Testis_bRP_Elite_26_f02.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-333	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 333	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Fetal_Liver_Gel_Velos_24_f27.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-334	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 334	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Liver_Gel_Velos_11_f10.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-335	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 335	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Liver_Gel_Elite_83_f07.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-336	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 336	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Urinarybladder_Gel_Elite_70_f16.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-337	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 337	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Monocytes_Gel_Velos_32_f39.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-338	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 338	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_NKcells_bRP_Elite_34_f02.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-339	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 339	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Kidney_Gel_Elite_55_f29.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-340	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 340	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Liver_Gel_Velos_11_f21.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-341	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 341	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Testis_bRP_Elite_68_f01.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-342	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 342	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Monocytes_bRP_Elite_33_f23.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-343	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 343	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_CD8Tcells_bRP_Elite_77_f16.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-344	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 344	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Bcells_Gel_Elite_76_f07.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-345	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 345	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Heart_Gel_Velos_7_f16.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-346	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 346	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Prostate_bRP_Elite_61_f24.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-347	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 347	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Kidney_Gel_Elite_55_f30.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-348	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 348	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Retina_Gel_Velos_5_f15.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-349	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 349	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_CD8Tcells_Gel_Elite_44_f10.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
PXD000561-Sample-350	Homo sapiens	tissues	normal	hematopoietic cells	not available	not available	not available	run 350	proteomic profiling by mass spectrometry	not available	not available	LTQ-Orbitrap Velos, LTQ-Orbitrap Elite	not available	not available	not available	not available	tissue/cell type (adult tissues, fetal tissues, hematopoietic cells)	NT=acetylated residue;AC=MOD:00394;MT=?	NT=L-methionine sulfoxide;AC=MOD:00719;MT=?	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	Orbitrap	Adult_Gallbladder_Gel_Elite_52_f05.raw	v1.1.0	HAMLET-agentic v2.2.5	normal
