source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000604-Sample-74	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	not applicable	orbitrap	100507_Exp2_fr37.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-75	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	not applicable	orbitrap	100507_Exp2_fr37.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-76	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	not applicable	orbitrap	100507_Exp2_fr37.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-77	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	not applicable	orbitrap	100507_Exp2_fr38.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-78	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	not applicable	orbitrap	100507_Exp2_fr38.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-79	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	not applicable	orbitrap	100507_Exp2_fr38.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-80	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	not applicable	orbitrap	100507_Exp2_fr38.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-81	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-82	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-83	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-84	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-85	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr41.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-86	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr41.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-87	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr41.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-88	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr41.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-89	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr44.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-90	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr44.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-91	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr44.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-92	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr44.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-93	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr45.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-94	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr45.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-95	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr45.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-96	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr45.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-97	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	orbitrap	100507_Exp2_fr46.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-98	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	orbitrap	100507_Exp2_fr46.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-99	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	orbitrap	100507_Exp2_fr46.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-100	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	orbitrap	100507_Exp2_fr46.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-101	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr51.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-102	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr51.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-103	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr51.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-104	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr51.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-105	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr56.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-106	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr56.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-107	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr56.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-108	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr56.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-109	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr60.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-110	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr60.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-111	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr60.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-112	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr60.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-113	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr62.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
PXD000604-Sample-114	Homo sapiens	adrenal gland	malignant and benign adrenocortical tumors	tumor cells	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	tumor type (malignant, benign)	NT=TMT6plex;AC=UNIMOD:730;MT=Variable;TA=K	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Variable;TA=C	NT=ubiquitinylation residue;AC=UNIMOD:121;MT=Variable;TA=C	orbitrap	100507_Exp2_fr62.raw	v1.1.0	HAMLET-agentic v2.1.0	malignant and benign adrenocortical tumors
