accession,pubmed_id,pmc_id,raw_file_count,organism,taxids,experiment_types,pub_license,spectral_file_types,existing_PRIDE_SDRF,HAMLETstore,HAMLETmeti,HAMLETmeta,HAMLETjudge
PXD074673,41946992.0,PMC13144739,10,Homo sapiens (human),9606,Data-dependent acquisition,CC BY,RAW,False,False,False,False,False
PXD000047,23403292.0,PMC7116645,11,Homo sapiens (human),9606,Bottom-up proteomics,author_manuscript,GZ;RAW,False,False,False,False,False
PXD008823,30072576.0,PMC6190714,11,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,MGF;RAW,False,False,False,False,False
PXD013411,31293555.0,PMC6603209,11,Synechocystis sp. pcc 6803,1148,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD013211,31018136.0,PMC6486481,11,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD002566,26471863.0,PMC4644378,11,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006197,28742275.0,PMC5607103,11,Trypanosoma brucei,5691,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD013115,31647841.0,PMC6812828,11,Trichomonas gallinae,56777,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD013066,31095916.0,PMC7294931,11,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,GZ;MZXML;RAW,False,False,False,False,False
PXD010861,31201317.0,PMC6570759,11,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD005322,29338716.0,PMC5771075,11,Equus caballus (horse),9796,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD000873,24845418.0,PMC4028188,11,Glycine max; Fusarium virguliforme,3847; 232082,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD002806,26811357.0,PMC4824849,11,Rhizoctonia solani ag-8 wac10335,1287689,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD005989,28792526.0,PMC5549699,11,Cryptosporidium parvum,5807,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD007937,31822592.0,PMC7273358,11,Rattus norvegicus (rat),10116,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD008346,30445460.0,PMC6275457,11,Leptotrombidium deliense; Dinothrombium,299467; 58781,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD009111,30687244.0,PMC6335949,11,Sulfolobus acidocaldarius dsm 639,330779,Shotgun proteomics,CC BY,RAR;RAW,False,False,False,False,False
PXD009410,29622560.0,PMC6026471,11,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD010186,30285610.0,PMC6167799,11,Oncorhynchus mykiss (rainbow trout) (salmo gairdneri),8022,Shotgun proteomics,CC BY,RAW;ZIP,False,False,False,False,False
PXD010641,30891015.0,PMC6413534,11,Candidatus thiodictyon syntrophicum str. cad16,572262,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD010664,30618712.0,PMC6305374,11,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011464,30779550.0,PMC7302430,11,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,GZ;MZXML;RAW,False,False,False,False,False
PXD011767,31371413.0,PMC7193482,11,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD015203,31884793.0,PMC7294930,11,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,GZ;MZXML;RAW,False,False,False,False,False
PXD014818,32210923.0,PMC7075815,11,Salmonella typhimurium (strain 14028s / sgsc 2262); Bacteria,588858; 2,Shotgun proteomics,CC BY,RAW;ZIP,False,False,False,False,False
PXD016305,32038647.0,PMC6987423,11,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011506,32636389.0,PMC7340779,11,Sulfobacillus thermosulfidooxidans; Acidithiobacillus caldus,28034; 33059,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD024904,33821792.0,PMC8043743,11,Pseudomonas aeruginosa pao1; Streptococcus pneumoniae (strain atcc baa-255 / r6); Streptococcus agalactiae serogroup v; Escherichia coli o157; Streptococcus pyogenes m1 gas; Listeria monocytogenes serotype 1/2a; Staphylococcus aureus; Enterococcus faecalis (streptococcus faecalis),208964; 171101; 216466; 1045010; 160490; 1906951; 1280; 1351,Shotgun proteomics,CC BY,MS2;RAW,False,False,False,False,False
PXD021133,33301602.0,PMC8248232,11,Alnus glutinosa; Corylus avellana; Betula pendula,3517; 13451; 3505,Shotgun proteomics,CC BY,BAF;RAW,False,False,False,False,False
PXD028332,34697316.0,PMC8546149,11,Staphylococcus aureus,1280,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD019776,32650423.0,PMC7397026,11,Spongospora sp.,1979856,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD028238,34678314.0,PMC8591507,11,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD028897,35071040.0,PMC8770540,11,Trypanosoma cruzi,5693,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD018792,35330743.0,PMC8788781,11,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD018791,35330743.0,PMC8788781,11,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD029328,35697844.0,PMC9192684,11,Bos taurus (bovine),9913,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD030448,35963242.0,PMC9530018,11,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD035823,36120378.0,PMC9478658,11,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD032670,36044549.0,PMC9457183,11,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD037167,36875534.0,PMC9976938,11,Halobacterium salinarum,2242,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD039877,37076532.0,PMC10115779,11,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD039022,37353646.0,PMC10290096,11,Canis lupus,9612,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD043613,37401371.0,PMC10399446,11,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD028461,38233718.0,PMC10897315,11,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD044913,38223904.0,PMC10785745,11,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD027650,36228757.0,PMC9901210,11,Bothrops pubescens,1170827,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD027496,34445236.0,PMC8395202,11,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD042406,39602297.0,PMC11602656,11,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC-SA,RAW,False,False,False,False,False
PXD050652,39256562.0,PMC11480333,11,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD051579,39210244.0,PMC11726343,11,Homo sapiens (human),9606,Bottom-up proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD066550,40897715.0,PMC12405493,11,Sporothrix sp.,1902615,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD065692,41053170.0,PMC12501029,11,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD068250,41295942.0,PMC12964555,11,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD056859,41252458.0,PMC12704423,11,Mus musculus (mouse),10090,Bottom-up proteomics,CC BY,RAW,False,False,False,False,False
PXD002655,26986205.0,PMC4720416,12,Pseudomonas putida (strain bird-1),931281,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD007595,29615075.0,PMC5883539,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD007569,29967323.0,PMC6028636,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD002736,29038488.0,PMC5643318,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006293,28566324.0,PMC5496626,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC-SA,RAW;TGZ,False,False,False,False,False
PXD013253,31338125.0,PMC6628489,12,[clostridium] papyrosolvens dsm 2782,588581,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD001276,25769101.0,PMC4358942,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD013243,31064824.0,PMC6509183,12,Candidatus thioglobus autotrophicus,1705394,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD003896,27528457.0,PMC4986259,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,MS2;RAW,False,False,False,False,False
PXD008721,30740142.0,PMC6360718,12,Nannochloropsis oceanica strain imet1,1333499,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD001301,25490046.0,PMC4260877,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD010929,30571761.0,PMC6319747,12,Mycobacterium tuberculosis h37rv,83332,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006036,28436968.0,PMC5545746,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,GZ;MGF;RAW,False,False,False,False,False
PXD015828,31987035.0,PMC6986101,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD015814,31936872.0,PMC7024148,12,Naja ashei,696811,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD003657,27396729.0,PMC4981550,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,GZ;RAW,False,False,False,False,False
PXD003616,30355671.0,PMC6200989,12,Gut metagenome; Mus musculus (mouse),749906; 10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD002398,26867958.0,PMC4751611,12,Giardia intestinalis assemblage a,941442,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD010872,32300339.0,PMC7145396,12,Escherichia coli; Arabidopsis thaliana (mouse-ear cress),562; 3702,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD007228,29914080.0,PMC6100359,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD007231,29915148.0,PMC6126392,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD010886,30753577.0,PMC6460963,12,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD008582,29438985.0,PMC5887546,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD009854,31042147.0,PMC6494423,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD007263,30346940.0,PMC8897557,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD008599,29514069.0,PMC6020063,12,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD000335,23940778.0,PMC3733962,12,Homo sapiens (human),9606,Bottom-up proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD000553,24267660.0,PMC4053746,12,Plasmodium falciparum,5833,Bottom-up proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD000698,24874799.0,PMC4038636,12,Mycobacterium tuberculosis h37rv,83332,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD000856,25216269.0,PMC4162614,12,Bacillus cereus (strain atcc 14579 / dsm 31),226900,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD000899,25077614.0,PMC4117643,12,Theileria annulata,5874,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD001826,26616950.0,PMC4664887,12,Bos taurus (bovine),9913,Shotgun proteomics,author_manuscript,GZ;RAW,False,False,False,False,False
PXD001483,26500610.0,PMC4595770,12,Bacillus cereus (strain atcc 14579 / dsm 31),226900,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD001953,27217537.0,PMC4886356,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC-SA,MGF;RAW,False,False,False,False,False
PXD001839,26084806.0,PMC4507505,12,Rattus norvegicus (rat),10116,Shotgun proteomics,author_manuscript,MGF;MZXML;RAW,False,False,False,False,False
PXD000397,26017313.0,PMC4961239,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD002157,26322327.0,PMC4543208,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MGF;MZXML;RAW,False,False,False,False,False
PXD002786,26635820.0,PMC4645717,12,Gibberella zeae (strain ph-1 / atcc mya-4620 / fgsc 9075 / nrrl 31084) (wheat head blight fungus) (fusarium graminearum),229533,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD003108,27542207.0,PMC5308647,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD002918,27634466.0,PMC5025886,12,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD003196,27757071.0,PMC5065702,12,Mus musculus,90100,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD009553,30200768.0,PMC8078626,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD003294,27461979.0,PMC5292320,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD003378,26870056.0,PMC4734173,12,Brassica oleracea var. capitata (cabbage),3716,Shotgun proteomics,CC BY,GZ;RAW,False,False,False,False,False
PXD003326,27314851.0,PMC4912142,12,Glycine max,3847,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD003577,26957043.0,PMC4786872,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW;TGZ,False,False,False,False,False
PXD003587,30090399.0,PMC6072433,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD003555,27490109.0,PMC4974003,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD005656,28117396.0,PMC5286205,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD004364,27585557.0,PMC5009432,12,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD004453,28547889.0,PMC5575552,12,Equus caballus (horse),9796,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD004599,27532006.0,PMC4969306,12,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD004687,28418008.0,PMC5394455,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD004536,27775707.0,PMC6872982,12,Bacteria,2,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD004874,27934856.0,PMC5155150,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD004750,27633059.0,PMC5025893,12,Camellia sinensis,4442,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD004912,27820601.0,PMC5278951,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD005014,29289553.0,PMC6880408,12,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,MGF;RAW,False,False,False,False,False
PXD005277,27824369.0,PMC5315029,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD005270,28945737.0,PMC5634658,12,Taenia solium (pork tapeworm),6204,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD005304,28615672.0,PMC5471278,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD005453,28680592.0,PMC5496173,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD005400,28583764.0,PMC8509637,12,Sus scrofa domesticus (domestic pig),9825,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD005582,29235492.0,PMC5727541,12,Oryza sativa (rice),4530,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD005624,29849169.0,PMC6052044,12,Uncultured desulfobacterium sp.; Treponema,201089; 157,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006821,29896187.0,PMC5987163,12,Paracoccus denitrificans pd1222,318586,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD005745,28593196.0,PMC5451487,12,Prochlorococcus marinus subsp. marinus str. ccmp1375,167539,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD005979,28512450.0,PMC5411423,12,Frankia sp. bmg5.1,1562887,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD005980,28512450.0,PMC5411423,12,Frankia sp. bmg5.1,1562887,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD006454,29197336.0,PMC5712127,12,Danaus plexippus,13037,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006321,29176891.0,PMC5720813,12,Leishmania <subgenus>,38568,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006536,28751896.0,PMC5507963,12,Oryza sativa (rice),4530,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD006701,29755367.0,PMC5932323,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD007080,30038331.0,PMC6056427,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006999,30718282.0,PMC6442052,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD006870,28860643.0,PMC5579275,12,Xanthomonas translucens; Triticum aestivum (wheat),343; 4565,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006879,28872999.0,PMC5955201,12,Galleria mellonella,7137,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD006990,29481576.0,PMC5826526,12,Mus musculus (mouse),10090,Shotgun proteomics,CC0,RAW,False,False,False,False,False
PXD007097,30359441.0,PMC6201924,12,Escherichia coli,562,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD007851,29129717.0,PMC6427047,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD007178,29462312.0,PMC5991207,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD007861,29129717.0,PMC6427047,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD007713,29394072.0,PMC6419954,12,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,GZ;MGF;RAW,False,False,False,False,False
PXD007790,30157431.0,PMC6402325,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,GZ;MZXML;RAW,False,False,False,False,False
PXD008417,30209068.0,PMC6219715,12,Drosophila melanogaster (fruit fly),7227,Shotgun proteomics,CC BY,RAW;ZIP,False,False,False,False,False
PXD008104,30813438.0,PMC6406696,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD008015,29476118.0,PMC5824892,12,Amphistegina; Bacillariophyta,1659668; 2836,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD008125,29403507.0,PMC5780430,12,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD008196,29954319.0,PMC6025711,12,Galleria mellonella,7137,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD008220,30278072.0,PMC6168143,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MZML;RAW,False,False,False,False,False
PXD008263,29922265.0,PMC5996035,12,Bradyrhizobium japonicum usda 110,224911,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD008425,29631402.0,PMC6474350,12,Escherichia coli,562,Shotgun proteomics,author_manuscript,RAW,False,False,False,False,False
PXD008385,30061171.0,PMC6127670,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,GZ;MZML;RAW,False,False,False,False,False
PXD008366,29712915.0,PMC5928222,12,Citrus sinensis (sweet orange) (citrus aurantium var. sinensis),2711,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD007857,29404413.0,PMC5784244,12,Plasmodium berghei anka,5823,Shotgun proteomics,CC BY,MZXML;RAW,False,False,False,False,False
PXD009234,30140170.0,PMC6098843,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD004114,27556399.0,PMC4996530,12,Salmo salar (atlantic salmon),8030,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD009239,30282038.0,PMC6180346,12,Mycobacterium tuberculosis complex; Mycobacterium tuberculosis h37rv,77643; 83332,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD009303,29774096.0,PMC5955133,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD009374,30266825.0,PMC6293279,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD009430,30759257.0,PMC6451122,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY-NC,RAW,False,False,False,False,False
PXD009443,29869985.0,PMC6023615,12,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD009722,29951075.0,PMC6008550,12,Hordeum vulgare (barley),4513,Shotgun proteomics,CC BY,RAW;ZIP,False,False,False,False,False
PXD009687,30983154.0,PMC6812510,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD009725,30833950.0,PMC6388422,12,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD010031,30158496.0,PMC6165019,12,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD010095,31240246.0,PMC6572810,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD010121,30046053.0,PMC6060088,12,Anopheles gambiae (african malaria mosquito); Anopheles stephensi (asian malaria mosquito); Plasmodium falciparum (isolate 3d7); Plasmodium berghei anka,7165; 30069; 36329; 5823,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD010248,31042781.0,PMC6494042,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD010249,31042781.0,PMC6494042,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD010224,30093655.0,PMC6085299,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD010401,30242258.0,PMC6155045,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,MZML;RAW,False,False,False,False,False
PXD010414,31355153.0,PMC6639785,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD010480,30080416.0,PMC7236337,12,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,GZ;MZML;RAW,False,False,False,False,False
PXD010362,30598531.0,PMC6525097,12,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,DTA;GZ;MGF;RAW,False,False,False,False,False
PXD010713,30370674.0,PMC6492283,12,Bos taurus (bovine),9913,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD011484,31329577.0,PMC6675122,12,Nicotiana benthamiana,4100,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD011041,30645593.0,PMC6333337,12,Salmonella enterica subsp. enterica serovar typhimurium str. d23580,568708,Shotgun proteomics,CC BY,MGF;RAW,False,False,False,False,False
PXD011271,30478341.0,PMC6255767,12,Drosophila melanogaster (fruit fly),7227,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011398,31941443.0,PMC6964096,12,Macaca mulatta (rhesus macaque),9544,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011438,30626061.0,PMC6337099,12,Jatropha curcas,180498,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011444,30779550.0,PMC7302430,12,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,GZ;MZXML;RAW,False,False,False,False,False
PXD011453,31201317.0,PMC6570759,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011373,30363997.0,PMC6186343,12,Rattus norvegicus (rat),10116,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011437,31400768.0,PMC6689329,12,Escherichia coli,562,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011740,31300557.0,PMC6721953,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD011761,31053734.0,PMC6499885,12,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD011595,30559384.0,PMC6297234,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011805,31171861.0,PMC6554272,12,Mycolicibacterium smegmatis mkd8,1214915,Shotgun proteomics,CC BY,7Z;RAW,False,False,False,False,False
PXD011851,30796049.0,PMC6418696,12,Caenorhabditis elegans,6239,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD011824,30619200.0,PMC6304351,12,Thalassolituus oleivorans mil-1,1298593,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD012306,31708766.0,PMC6819311,12,Macaca mulatta (rhesus macaque),9544,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD012355,31676851.0,PMC6825138,12,Bubalus bubalis,89462,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD012207,30808902.0,PMC6391445,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD012523,32054826.0,PMC7018722,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
PXD012745,30858367.0,PMC6411743,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD012663,31086567.0,PMC6507058,12,Escherichia coli,562,Shotgun proteomics,CC BY,RAW;ZIP,False,False,False,False,False
PXD012949,31515493.0,PMC6742657,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD012863,31515493.0,PMC6742657,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD012873,31515493.0,PMC6742657,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD012948,31515493.0,PMC6742657,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,RAW,False,False,False,False,False
PXD012985,31300557.0,PMC6721953,12,Homo sapiens (human),9606,Shotgun proteomics,CC BY,GZ;MGF;RAW,False,False,False,False,False
