source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013765-Sample-34	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-C_NE_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-35	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-CB2_NE_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-36	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-CB_SN_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-37	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_SN_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-38	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-C_SN_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-39	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-C_CYT_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-40	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_NE_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-41	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-C_NE_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-42	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_SN_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-43	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-C_CYT_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-44	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-C_NE_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-45	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_NE_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-46	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-CB3_CYT_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-47	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-C_SN_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-48	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-C_NE_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-49	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_SN_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-50	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-CB3_CYT_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-51	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-CB3_NE_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-52	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_SN_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-53	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-CB3_NE_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-54	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-C_CYT_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-55	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 55	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-CB_SN_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-56	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 56	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-CB_SN_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-57	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 57	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_NE_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-58	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 58	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-C_CYT_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-59	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 59	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-CB_SN_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-60	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 60	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-CB3_CYT_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-61	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 61	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-CB3_CYT_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-62	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M16-CB_SN_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-63	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-CB2_NE_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-64	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-C_CYT_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-65	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	YDFR-C_NE_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-66	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	M12-CB3_NE_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-67	Homo sapiens	skin, brain	melanoma	melanoma cells	DP-C, DP-CB, M12-C, M12-CB, M16-C, M16-CB, YDFR-C, YDFR-CB	not available	3	not available	not available	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	QExactive Orbitrap MS, Q Exactive HF	NT=Lys-C;AC=MS:1001309	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar); donor (DP, M12, M16, YDFR)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	7 ppm	12 ppm	dithiothreitol	orbitrap	DP-CB2_CYT_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
