source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD004732-Sample-112	Homo sapiens	not available	not available	not available	not available	not available	run 112	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BB6-Thermo_SRM_Pool_42_01_01-3xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-113	Homo sapiens	not available	not available	not available	not available	not available	run 113	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01709a_GC3-TUM_first_pool_117_01_01-ETD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-114	Homo sapiens	not available	not available	not available	not available	not available	run 114	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BG12-Thermo_SRM_Pool_95_01_01-3xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-115	Homo sapiens	not available	not available	not available	not available	not available	run 115	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01790a_BD1-TUM_second_pool_70_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-116	Homo sapiens	not available	not available	not available	not available	not available	run 116	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BH2-TUM_second_pool_28_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-117	Homo sapiens	not available	not available	not available	not available	not available	run 117	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BD5-TUM_first_pool_78_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-118	Homo sapiens	not available	not available	not available	not available	not available	run 118	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GE1-TUM_first_pool_5_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-119	Homo sapiens	not available	not available	not available	not available	not available	run 119	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01748a_BC2-TUM_second_pool_45_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-120	Homo sapiens	not available	not available	not available	not available	not available	run 120	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_GF3-Thermo_SRM_Pool_23_01_01-ETD-1h-R5.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-121	Homo sapiens	not available	not available	not available	not available	not available	run 121	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01790a_BB3-TUM_second_pool_84_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-122	Homo sapiens	not available	not available	not available	not available	not available	run 122	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BH6-TUM_first_pool_90_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-123	Homo sapiens	not available	not available	not available	not available	not available	run 123	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GF2-TUM_first_pool_14_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-124	Homo sapiens	not available	not available	not available	not available	not available	run 124	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BE7-TUM_first_pool_95_01_01-3xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-125	Homo sapiens	not available	not available	not available	not available	not available	run 125	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01748a_GF4-TUM_second_pool_64_01_01-ETD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-126	Homo sapiens	not available	not available	not available	not available	not available	run 126	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01790a_BB1-TUM_second_pool_68_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-127	Homo sapiens	not available	not available	not available	not available	not available	run 127	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_GG3-Thermo_SRM_Pool_22_01_01-ETD-1h-R5.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-128	Homo sapiens	not available	not available	not available	not available	not available	run 128	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BE2-Thermo_SRM_Pool_13_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-129	Homo sapiens	not available	not available	not available	not available	not available	run 129	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BG1-Thermo_SRM_Pool_7_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-130	Homo sapiens	not available	not available	not available	not available	not available	run 130	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01906a_BA3-TUM_second_pool_131_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-131	Homo sapiens	not available	not available	not available	not available	not available	run 131	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BA1-TUM_second_pool_13_01_01-ETD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-132	Homo sapiens	not available	not available	not available	not available	not available	run 132	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GC7-TUM_first_pool_122_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-133	Homo sapiens	not available	not available	not available	not available	not available	run 133	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BD12-Thermo_SRM_Pool_92_01_01-3xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-134	Homo sapiens	not available	not available	not available	not available	not available	run 134	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01829a_BA1-TUM_second_pool_101_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-135	Homo sapiens	not available	not available	not available	not available	not available	run 135	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01709a_GA9-TUM_second_pool_1_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-136	Homo sapiens	not available	not available	not available	not available	not available	run 136	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01748a_BA4-TUM_second_pool_59_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-137	Homo sapiens	not available	not available	not available	not available	not available	run 137	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BG10-Thermo_SRM_Pool_79_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-138	Homo sapiens	not available	not available	not available	not available	not available	run 138	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BD12-Thermo_SRM_Pool_92_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-139	Homo sapiens	not available	not available	not available	not available	not available	run 139	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BG6-Thermo_SRM_Pool_47_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-140	Homo sapiens	not available	not available	not available	not available	not available	run 140	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01748a_BC3-TUM_second_pool_53_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-141	Homo sapiens	not available	not available	not available	not available	not available	run 141	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01812a_GG1-TUM_second_pool_91_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-142	Homo sapiens	not available	not available	not available	not available	not available	run 142	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01812a_GC3-TUM_third_pool_5_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-143	Homo sapiens	not available	not available	not available	not available	not available	run 143	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BH4-Thermo_SRM_Pool_32_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-144	Homo sapiens	not available	not available	not available	not available	not available	run 144	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GA6-TUM_first_pool_41_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-145	Homo sapiens	not available	not available	not available	not available	not available	run 145	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01952a_BH1-TUM_second_pool_130_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-146	Homo sapiens	not available	not available	not available	not available	not available	run 146	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BD3-TUM_second_pool_32_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-147	Homo sapiens	not available	not available	not available	not available	not available	run 147	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BD7-TUM_first_pool_94_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-148	Homo sapiens	not available	not available	not available	not available	not available	run 148	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01748a_BD4-TUM_second_pool_62_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-149	Homo sapiens	not available	not available	not available	not available	not available	run 149	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BG10-Thermo_SRM_Pool_79_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-150	Homo sapiens	not available	not available	not available	not available	not available	run 150	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BC4-Thermo_SRM_Pool_27_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-151	Homo sapiens	not available	not available	not available	not available	not available	run 151	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GF2-TUM_first_pool_14_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-152	Homo sapiens	not available	not available	not available	not available	not available	run 152	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BH8-Thermo_SRM_Pool_64_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-153	Homo sapiens	not available	not available	not available	not available	not available	run 153	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01709a_GH2-TUM_first_pool_114_01_01-ETD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-154	Homo sapiens	not available	not available	not available	not available	not available	run 154	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BH1-TUM_second_pool_20_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-155	Homo sapiens	not available	not available	not available	not available	not available	run 155	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GC2-TUM_first_pool_11_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-156	Homo sapiens	not available	not available	not available	not available	not available	run 156	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01790a_BD1-TUM_second_pool_70_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-157	Homo sapiens	not available	not available	not available	not available	not available	run 157	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BA10-Thermo_SRM_Pool_73_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-158	Homo sapiens	not available	not available	not available	not available	not available	run 158	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01812a_GF1-TUM_second_pool_90_01_01-ETD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-159	Homo sapiens	not available	not available	not available	not available	not available	run 159	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01709a_GB2-TUM_first_pool_108_01_01-ETD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-160	Homo sapiens	not available	not available	not available	not available	not available	run 160	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GB3-TUM_first_pool_18_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-161	Homo sapiens	not available	not available	not available	not available	not available	run 161	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BH5-TUM_first_pool_82_01_01-ETD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-162	Homo sapiens	not available	not available	not available	not available	not available	run 162	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01625b_GB1-TUM_first_pool_2_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-163	Homo sapiens	not available	not available	not available	not available	not available	run 163	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01829a_BD1-TUM_second_pool_104_01_01-3xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-164	Homo sapiens	not available	not available	not available	not available	not available	run 164	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BA2-TUM_first_pool_51_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-165	Homo sapiens	not available	not available	not available	not available	not available	run 165	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BC7-Thermo_SRM_Pool_51_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-166	Homo sapiens	not available	not available	not available	not available	not available	run 166	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01906a_BE2-TUM_second_pool_121_01_01-ETD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-167	Homo sapiens	not available	not available	not available	not available	not available	run 167	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BF1-Thermo_SRM_Pool_6_01_01-3xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-168	Homo sapiens	not available	not available	not available	not available	not available	run 168	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BC1-TUM_first_pool_45_01_01-DDA-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-169	Homo sapiens	not available	not available	not available	not available	not available	run 169	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01812a_GA3-TUM_third_pool_1_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-170	Homo sapiens	not available	not available	not available	not available	not available	run 170	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BD1-Thermo_SRM_Pool_4_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-171	Homo sapiens	not available	not available	not available	not available	not available	run 171	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BB3-TUM_second_pool_30_01_01-2xIT_2xHCD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-172	Homo sapiens	not available	not available	not available	not available	not available	run 172	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BA2-TUM_second_pool_21_01_01-ETD-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-173	Homo sapiens	not available	not available	not available	not available	not available	run 173	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01709a_GG1-TUM_first_pool_105_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-174	Homo sapiens	not available	not available	not available	not available	not available	run 174	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01709a_GF2-TUM_first_pool_112_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-175	Homo sapiens	not available	not available	not available	not available	not available	run 175	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01717a_BG2-TUM_second_pool_27_01_01-DDA-1h-R1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-176	Homo sapiens	not available	not available	not available	not available	not available	run 176	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01650b_BE4-TUM_first_pool_71_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD004732-Sample-177	Homo sapiens	not available	not available	not available	not available	not available	run 177	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Fusion Lumos	not available	not available	not available	not available	acquisition type (HCD, IT, ETD), peptide set (proteotypic, missing proteome, SRMAtlas)	not available	orbitrap	01640c_BE8-Thermo_SRM_Pool_61_01_01-2xIT_2xHCD-1h-R2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
