source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD015833-Sample-32	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 32	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_Lum_fr9.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-33	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 33	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A16RW2_E1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-34	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 34	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8142A30RW2_C1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-35	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 35	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A46RW2_H1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-36	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 36	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A19RW2_H1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-37	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 37	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_Lum_fr1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-38	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 38	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A26RW2_G1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-39	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 39	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A27RW2_H1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-40	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 40	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr5.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-41	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 41	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_Lum_fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-42	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 42	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8142A32RW2_E1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-43	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 43	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr2.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-44	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 44	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr4.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-45	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 45	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A12RW2_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-46	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 46	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A17RW2_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-47	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 47	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A1RW2_HDXA1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-48	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 48	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_Lum_fr2.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-49	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 49	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms3_Lum_fr12.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-50	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 50	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A36RW2_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-51	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 51	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A12RW2_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-52	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 52	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr3.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-53	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 53	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-54	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 54	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_Lum_fr12.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-55	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 55	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8141A22RW2_C2.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-56	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 56	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A42RW2_D1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-57	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 57	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr11.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-58	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 58	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8142A37RW2_B2.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-59	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 59	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8141A12RW2_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-60	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 60	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8778A43RW2_E1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-61	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 61	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms3_Lum_fr2.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
PXD015833-Sample-62	P. falciparum, P. knowlesi, Homo sapiens	rbcs	human malaria	erythrocytes	4	not available	not available	run 62	proteomic profiling by mass spectrometry	not available	not available	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species (P. falciparum, P. knowlesi), infection status (iRBC, uRBC), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm, 4.5 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A17RW2_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	human malaria
