PXD	WORKDIR	CLASS	EVIDENCE
PXD039035	/mnt/storage_1/HAMLET/work/6e/829f4214ac84a740766d64fc34f2ee	download_command_failed	WARNING: Download failed for IJ_FSM_TMT_2.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD039035', '-o', 'IJ_FSM_TMT_2.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/01/PXD039035/IJ_FSM_TMT_2.raw']' returned non-zero exit status 1.
PXD009266	/mnt/storage_1/HAMLET/work/9c/c7b5f8694d05ee947f7926f3fa5574	download_command_failed	WARNING: Download failed for 0000_service_ZhangLingqiang_180302_HF5_CZH_human_S_50per_F1_R1.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD009266', '-o', '0000_service_ZhangLingqiang_180302_HF5_CZH_human_S_50per_F1_R1.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/05/PXD009266/0000_service_ZhangLingqiang_180302_HF5_CZH_human_S_50per_F1_R1.raw']' returned non-zero exit status 1.
PXD020418	/mnt/storage_1/HAMLET/work/d7/3c2db868b3b803e3a3b6f460ecdbb1	download_command_failed	WARNING: Download failed for Arr_Tryp2.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD020418', '-o', 'Arr_Tryp2.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD020418/Arr_Tryp2.raw']' returned non-zero exit status 1.
PXD039998	/mnt/storage_1/HAMLET/work/61/d9d6b6b1cbae9d90cd184897e37be2	download_command_failed	WARNING: Download failed for 01.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD039998', '-o', '01.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD039998/01.raw']' returned non-zero exit status 1.
PXD016858	/mnt/storage_1/HAMLET/work/c7/400c62fe0ccb66be2e06d48a37626d	download_command_failed	WARNING: Download failed for P17507_B_175_1_F5.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD016858', '-o', 'P17507_B_175_1_F5.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD016858/P17507_B_175_1_F5.raw']' returned non-zero exit status 1.
PXD025590	/mnt/storage_1/HAMLET/work/f6/c0ab611bbfb37551ef9c7e8ec81605	download_command_failed	WARNING: Download failed for FA09-20_Lane_12_1-4_Lumos.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD025590', '-o', 'FA09-20_Lane_12_1-4_Lumos.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/08/PXD025590/FA09-20_Lane_12_1-4_Lumos.raw']' returned non-zero exit status 1.
PXD026512	/mnt/storage_1/HAMLET/work/8a/25cb8e6672a97381949ec771f658fa	download_command_failed	WARNING: Download failed for BPI_15251_HUMAN_DENG_HV_NT_NO4.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD026512', '-o', 'BPI_15251_HUMAN_DENG_HV_NT_NO4.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026512/BPI_15251_HUMAN_DENG_HV_NT_NO4.raw']' returned non-zero exit status 1.
PXD027015	/mnt/storage_1/HAMLET/work/6f/a37c012f94e6dba53ffe5661c87925	download_command_failed	WARNING: Download failed for 20200724_QExHFX1_RSLC1_Uezuelmez_Breiteneder_ext_Uni_MFPL_rArah2_50p.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD027015', '-o', '20200724_QExHFX1_RSLC1_Uezuelmez_Breiteneder_ext_Uni_MFPL_rArah2_50p.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD027015/20200724_QExHFX1_RSLC1_Uezuelmez_Breiteneder_ext_Uni_MFPL_rArah2_50p.raw']' returned non-zero exit status 1.
PXD027053	/mnt/storage_1/HAMLET/work/0a/26ade9144fdb9da4943636244fc01f	download_command_failed	WARNING: Download failed for 266_1.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD027053', '-o', '266_1.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD027053/266_1.raw']' returned non-zero exit status 1.
PXD027882	/mnt/storage_1/HAMLET/work/6f/f818167a64a14546beaa8806e7ff48	download_command_failed	WARNING: Download failed for pp_2021_008_-A5A.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD027882', '-o', 'pp_2021_008_-A5A.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027882/pp_2021_008_-A5A.raw']' returned non-zero exit status 1.
PXD027841	/mnt/storage_1/HAMLET/work/1a/325852f3913e3689914dc2048a3321	download_command_failed	WARNING: Download failed for 20200226_2_1stQE_nomura22_S03_B3tL_Res_IT_IW08_List3.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD027841', '-o', '20200226_2_1stQE_nomura22_S03_B3tL_Res_IT_IW08_List3.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027841/20200226_2_1stQE_nomura22_S03_B3tL_Res_IT_IW08_List3.raw']' returned non-zero exit status 1.
PXD028480	/mnt/storage_1/HAMLET/work/ea/3d50b313c1b5217301d7ea8d931811	download_command_failed	WARNING: Download failed for Lumos03924-SKY-WHY-WYL-20210824-F-C5_20210901170715.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD028480', '-o', 'Lumos03924-SKY-WHY-WYL-20210824-F-C5_20210901170715.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/10/PXD028480/Lumos03924-SKY-WHY-WYL-20210824-F-C5_20210901170715.raw']' returned non-zero exit status 1.
PXD028151	/mnt/storage_1/HAMLET/work/8a/cff67ca9550f7c899ed9ed49a017d4	download_command_failed	WARNING: Download failed for 20170516_QE7_nLC3_DBJ_SA_COLLAB_MAX_TMT10phos_2mg_4th_02.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD028151', '-o', '20170516_QE7_nLC3_DBJ_SA_COLLAB_MAX_TMT10phos_2mg_4th_02.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/09/PXD028151/20170516_QE7_nLC3_DBJ_SA_COLLAB_MAX_TMT10phos_2mg_4th_02.raw']' returned non-zero exit status 1.
PXD029013	/mnt/storage_1/HAMLET/work/08/03921477bf3ac2a9676b76b713f7f6	download_command_failed	WARNING: Download failed for 001_Pilot_C19.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD029013', '-o', '001_Pilot_C19.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD029013/001_Pilot_C19.raw']' returned non-zero exit status 1.
PXD029141	/mnt/storage_1/HAMLET/work/08/aedb3aa66b0f35dc003b0d3dfa7a3f	download_command_failed	WARNING: Download failed for Orbi05963-anti.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD029141', '-o', 'Orbi05963-anti.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD029141/Orbi05963-anti.raw']' returned non-zero exit status 1.
PXD029335	/mnt/storage_1/HAMLET/work/01/6f33cd84b912a7df40f81ae3cdf030	download_command_failed	WARNING: Download failed for 20150826mb_7611_w.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD029335', '-o', '20150826mb_7611_w.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/12/PXD029335/20150826mb_7611_w.raw']' returned non-zero exit status 1.
PXD029361	/mnt/storage_1/HAMLET/work/68/a95de7ba7d4c0e294d24e619aae93a	download_command_failed	WARNING: Download failed for QEP2_DLEV_with_SAM_DDA_310116.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD029361', '-o', 'QEP2_DLEV_with_SAM_DDA_310116.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD029361/QEP2_DLEV_with_SAM_DDA_310116.raw']' returned non-zero exit status 1.
PXD029574	/mnt/storage_1/HAMLET/work/89/439cf1976fb28111acd5a27a4607be	download_command_failed	WARNING: Download failed for MSB39528A.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD029574', '-o', 'MSB39528A.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/01/PXD029574/MSB39528A.raw']' returned non-zero exit status 1.
PXD029629	/mnt/storage_1/HAMLET/work/f4/66fcb9cbf3f15298d67ec3bcd52688	download_command_failed	WARNING: Download failed for C2.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD029629', '-o', 'C2.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/04/PXD029629/C2.raw']' returned non-zero exit status 1.
PXD029783	/mnt/storage_1/HAMLET/work/60/44ccb969a0e3ccd1febe08480f0379	download_command_failed	WARNING: Download failed for 20170202_NW_AN_CloneA.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD029783', '-o', '20170202_NW_AN_CloneA.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD029783/20170202_NW_AN_CloneA.raw']' returned non-zero exit status 1.
PXD030730	/mnt/storage_1/HAMLET/work/d4/12bd67440f570c57bb6420fd296c71	download_command_failed	WARNING: Download failed for 20210707-06-MiNT.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD030730', '-o', '20210707-06-MiNT.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD030730/20210707-06-MiNT.raw']' returned non-zero exit status 1.
PXD054249	/mnt/storage_1/HAMLET/work/12/475c64fc75bfb667b12dc1040faaee	download_command_failed	WARNING: Download failed for XIAO-1197_Human_737-147-D-D_StrapDig_PSRtrapPGcolumn_25cm_90min_20230314_QE.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD054249', '-o', 'XIAO-1197_Human_737-147-D-D_StrapDig_PSRtrapPGcolumn_25cm_90min_20230314_QE.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD054249/XIAO-1197_Human_737-147-D-D_StrapDig_PSRtrapPGcolumn_25cm_90min_20230314_QE.raw']' returned non-zero exit status 1.
PXD030847	/mnt/storage_1/HAMLET/work/5c/963899d82fe427bc6a51d6ab1c43d7	download_command_failed	WARNING: Download failed for FS1_8111_PZRE_BOS-2_1_151018_20181025020947.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD030847', '-o', 'FS1_8111_PZRE_BOS-2_1_151018_20181025020947.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD030847/FS1_8111_PZRE_BOS-2_1_151018_20181025020947.raw']' returned non-zero exit status 1.
PXD030883	/mnt/storage_1/HAMLET/work/a5/0606d39e57ff5a7f078a1917a3d5ef	download_command_failed	WARNING: Download failed for 20211124_CO_1051JoSc_R25.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD030883', '-o', '20211124_CO_1051JoSc_R25.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD030883/20211124_CO_1051JoSc_R25.raw']' returned non-zero exit status 1.
PXD030978	/mnt/storage_1/HAMLET/work/c1/27b643e857e03afaf44ef3d9c41473	download_command_failed	WARNING: Download failed for Andrew_45kDa_digest.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD030978', '-o', 'Andrew_45kDa_digest.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/03/PXD030978/Andrew_45kDa_digest.raw']' returned non-zero exit status 1.
PXD031064	/mnt/storage_1/HAMLET/work/c9/b1a89daa855e60a1bc41669d1653c5	download_command_failed	WARNING: Download failed for R1.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD031064', '-o', 'R1.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD031064/R1.raw']' returned non-zero exit status 1.
PXD031703	/mnt/storage_1/HAMLET/work/82/b904525866d47489cee1bb44938f69	download_command_failed	WARNING: Download failed for j41628_SQSTM1_YE.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD031703', '-o', 'j41628_SQSTM1_YE.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/05/PXD031703/j41628_SQSTM1_YE.raw']' returned non-zero exit status 1.
PXD031801	/mnt/storage_1/HAMLET/work/1e/65ece40fffbb6eb9a2639a4f524669	download_command_failed	WARNING: Download failed for MS201900102_PKA2.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD031801', '-o', 'MS201900102_PKA2.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/06/PXD031801/MS201900102_PKA2.raw']' returned non-zero exit status 1.
PXD031873	/mnt/storage_1/HAMLET/work/eb/fb3084569807c906f7f3bdbca2cee3	download_command_failed	WARNING: Download failed for 20170531_Q2_UC_ColID_363_ProjID_614_Schumacher_1.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD031873', '-o', '20170531_Q2_UC_ColID_363_ProjID_614_Schumacher_1.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/10/PXD031873/20170531_Q2_UC_ColID_363_ProjID_614_Schumacher_1.raw']' returned non-zero exit status 1.
PXD031971	/mnt/storage_1/HAMLET/work/96/41c3d7aedc6a46c5c0545c1d17cda6	download_command_failed	WARNING: Download failed for 20P02370002.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD031971', '-o', '20P02370002.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/03/PXD031971/20P02370002.raw']' returned non-zero exit status 1.
PXD030715	/mnt/storage_1/HAMLET/work/2e/1c3a2ddcaa744387ee44235f8eea3e	download_command_failed	WARNING: Download failed for 20171107_Supernatant_Normalization.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD030715', '-o', '20171107_Supernatant_Normalization.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD030715/20171107_Supernatant_Normalization.raw']' returned non-zero exit status 1.
PXD032027	/mnt/storage_1/HAMLET/work/2d/f12bc6a1b6fe74ac7b3a9b117c5082	download_command_failed	WARNING: Download failed for LXT-3.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD032027', '-o', 'LXT-3.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD032027/LXT-3.raw']' returned non-zero exit status 1.
PXD057905	/mnt/storage_1/HAMLET/work/56/111d2f0bdcdd966e233258cac0de57	download_command_failed	WARNING: Download failed for QE990_MSQ1434_20180802_DafniPefani_1_P55_CTRL_dil1-3_1_2ul.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD057905', '-o', 'QE990_MSQ1434_20180802_DafniPefani_1_P55_CTRL_dil1-3_1_2ul.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/05/PXD057905/QE990_MSQ1434_20180802_DafniPefani_1_P55_CTRL_dil1-3_1_2ul.raw']' returned non-zero exit status 1.
PXD032086	/mnt/storage_1/HAMLET/work/25/36aac9d5de825c827af05a5adef891	download_command_failed	WARNING: Download failed for KashinaA-19-G137-Band2-QEP.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD032086', '-o', 'KashinaA-19-G137-Band2-QEP.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/03/PXD032086/KashinaA-19-G137-Band2-QEP.raw']' returned non-zero exit status 1.
PXD032144	/mnt/storage_1/HAMLET/work/4f/4799003d77f218df67a3ce7c98e264	download_command_failed	WARNING: Download failed for P1079_Batch_C.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD032144', '-o', 'P1079_Batch_C.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD032144/P1079_Batch_C.raw']' returned non-zero exit status 1.
PXD032209	/mnt/storage_1/HAMLET/work/36/9910d9477a9abae5c9f1aecdaef328	download_command_failed	WARNING: Download failed for A549_LPS.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD032209', '-o', 'A549_LPS.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD032209/A549_LPS.raw']' returned non-zero exit status 1.
PXD032360	/mnt/storage_1/HAMLET/work/aa/623031577712a8ce169929553b0eac	download_command_failed	WARNING: Download failed for F14-19.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD032360', '-o', 'F14-19.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD032360/F14-19.raw']' returned non-zero exit status 1.
PXD032738	/mnt/storage_1/HAMLET/work/7f/3212d49a1bb292a93816182a9a8e50	download_command_failed	WARNING: Download failed for R2.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD032738', '-o', 'R2.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/09/PXD032738/R2.raw']' returned non-zero exit status 1.
PXD032931	/mnt/storage_1/HAMLET/work/30/9b1669b08bf95d55ddfd9dea6daa18	download_command_failed	WARNING: Download failed for PrkA_S219E_PrkC_ATP.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD032931', '-o', 'PrkA_S219E_PrkC_ATP.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/10/PXD032931/PrkA_S219E_PrkC_ATP.raw']' returned non-zero exit status 1.
PXD033099	/mnt/storage_1/HAMLET/work/35/86864029ce0730531ff31df039325e	download_command_failed	WARNING: Download failed for Mito.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD033099', '-o', 'Mito.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD033099/Mito.raw']' returned non-zero exit status 1.
PXD033047	/mnt/storage_1/HAMLET/work/aa/d75c913d72eeea69e3a9f5c05a814d	download_command_failed	WARNING: Download failed for potato_chloroplast_04_.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD033047', '-o', 'potato_chloroplast_04_.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD033047/potato_chloroplast_04_.raw']' returned non-zero exit status 1.
PXD033112	/mnt/storage_1/HAMLET/work/d8/d113cf9c622b21b86586a3de985fb4	download_command_failed	WARNING: Download failed for 293T.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD033112', '-o', '293T.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD033112/293T.raw']' returned non-zero exit status 1.
PXD033196	/mnt/storage_1/HAMLET/work/b0/ef1dabb1aaf2e84be2e3c94e560bbb	download_command_failed	WARNING: Download failed for 20210510-ZHX-CON.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD033196', '-o', '20210510-ZHX-CON.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/03/PXD033196/20210510-ZHX-CON.raw']' returned non-zero exit status 1.
PXD033342	/mnt/storage_1/HAMLET/work/e5/17c95bac31fb783de62b3214cbc665	download_command_failed	WARNING: Download failed for MS212156-vero-s-2-lytic.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD033342', '-o', 'MS212156-vero-s-2-lytic.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD033342/MS212156-vero-s-2-lytic.raw']' returned non-zero exit status 1.
PXD033469	/mnt/storage_1/HAMLET/work/09/5b8d593c54b66b5d4b7049d68af429	download_command_failed	WARNING: Download failed for NXY.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD033469', '-o', 'NXY.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/10/PXD033469/NXY.raw']' returned non-zero exit status 1.
PXD033536	/mnt/storage_1/HAMLET/work/23/15e5f50fd933b6b188b83a2131ccb6	download_command_failed	WARNING: Download failed for 210305_QE_18_152_Shirai_HUDEP_HbFI_2uL.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD033536', '-o', '210305_QE_18_152_Shirai_HUDEP_HbFI_2uL.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/03/PXD033536/210305_QE_18_152_Shirai_HUDEP_HbFI_2uL.raw']' returned non-zero exit status 1.
PXD034074	/mnt/storage_1/HAMLET/work/03/bda17715b700a39138b0069622c34a	download_command_failed	WARNING: Download failed for F9527LQB1_H_WT_E.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD034074', '-o', 'F9527LQB1_H_WT_E.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/08/PXD034074/F9527LQB1_H_WT_E.raw']' returned non-zero exit status 1.
PXD035048	/mnt/storage_1/HAMLET/work/2b/a472eb3270067d433de3c2463a41fc	download_command_failed	WARNING: Download failed for MW_2106_0117_U3.raw: Command '['aria2c', '-x', '16', '-s', '16', '-j', '1', '-c', '--file-allocation=none', '--max-tries=10', '--retry-wait=5', '--timeout=600', '-d', '/mnt/storage_1/HAMLET/spectral_files/PXD035048', '-o', 'MW_2106_0117_U3.raw', 'ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/03/PXD035048/MW_2106_0117_U3.raw']' returned non-zero exit status 1.
