source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD015833-Sample-139	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 24	proteomic profiling by mass spectrometry	not available	TMT126	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A20RW2_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-140	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 24	proteomic profiling by mass spectrometry	not available	TMT127	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A20RW2_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-141	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 24	proteomic profiling by mass spectrometry	not available	TMT128	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A20RW2_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-142	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 24	proteomic profiling by mass spectrometry	not available	TMT129	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A20RW2_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-143	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 24	proteomic profiling by mass spectrometry	not available	TMT130	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A20RW2_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-144	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 24	proteomic profiling by mass spectrometry	not available	TMT131	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A20RW2_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-145	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 25	proteomic profiling by mass spectrometry	not available	TMT126	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8141A23RW2_D2.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-146	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 25	proteomic profiling by mass spectrometry	not available	TMT127	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8141A23RW2_D2.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-147	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 25	proteomic profiling by mass spectrometry	not available	TMT128	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8141A23RW2_D2.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-148	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 25	proteomic profiling by mass spectrometry	not available	TMT129	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8141A23RW2_D2.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-149	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 25	proteomic profiling by mass spectrometry	not available	TMT130	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8141A23RW2_D2.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-150	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 25	proteomic profiling by mass spectrometry	not available	TMT131	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT8141A23RW2_D2.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-151	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 26	proteomic profiling by mass spectrometry	not available	TMT126	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr10.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-152	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 26	proteomic profiling by mass spectrometry	not available	TMT127	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr10.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-153	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 26	proteomic profiling by mass spectrometry	not available	TMT128	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr10.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-154	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 26	proteomic profiling by mass spectrometry	not available	TMT129	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr10.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-155	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 26	proteomic profiling by mass spectrometry	not available	TMT130	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr10.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-156	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 26	proteomic profiling by mass spectrometry	not available	TMT131	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr10.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-157	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 27	proteomic profiling by mass spectrometry	not available	TMT126	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-158	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 27	proteomic profiling by mass spectrometry	not available	TMT127	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-159	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 27	proteomic profiling by mass spectrometry	not available	TMT128	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-160	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 27	proteomic profiling by mass spectrometry	not available	TMT129	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-161	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 27	proteomic profiling by mass spectrometry	not available	TMT130	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-162	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 27	proteomic profiling by mass spectrometry	not available	TMT131	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	SCX_fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-163	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 28	proteomic profiling by mass spectrometry	not available	TMT126	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A19RW2_H1.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-164	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 28	proteomic profiling by mass spectrometry	not available	TMT127	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A19RW2_H1.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-165	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 28	proteomic profiling by mass spectrometry	not available	TMT128	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A19RW2_H1.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-166	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 28	proteomic profiling by mass spectrometry	not available	TMT129	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A19RW2_H1.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-167	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 28	proteomic profiling by mass spectrometry	not available	TMT130	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A19RW2_H1.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-168	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 28	proteomic profiling by mass spectrometry	not available	TMT131	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	PAT9290A19RW2_H1.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-169	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 29	proteomic profiling by mass spectrometry	not available	TMT126	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr9.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
PXD015833-Sample-170	P. falciparum, P. knowlesi, Homo sapiens	rbcs	infected, uninfected	erythrocytes	10	not available	not available	run 29	proteomic profiling by mass spectrometry	not available	TMT127	Orbitrap Lumos, Q-Exactive	NT=Lys-C;AC=MS:1001309	12	3	not available	species/condition (P. falciparum, P. knowlesi, uRBCs), treatment (DMSO, RAP)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	20 ppm	dithiothreitol	iodoacetamide	orbitrap	phospho_ms2_QEx_fr9.raw	v1.1.0	HAMLET-agentic v0.1.0	infected, uninfected
