source name	characteristics[time point]	characteristics[organism]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	comment[label]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[collision mode]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[Number of missed cleavages]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]		
R1	25hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT130C	1	4	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11938.raw		
R1	29hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT131N	1	4	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11938.raw		
R1	33hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT131C	1	4	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11938.raw		
R1	5hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT126	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11939.raw		
R1	7hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT127N	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11939.raw		
R1	9hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT127C	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11939.raw		
R1	11hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT128N	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11939.raw		
R1	13hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT128C	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11939.raw		
R1	15hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT129N	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11939.raw		
R1	17hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT129C	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11939.raw		
R1	21hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT130N	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11939.raw		
R1	25hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT130C	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11939.raw		
R1	29hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT131N	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11939.raw		
R1	33hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT131C	1	5	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11939.raw		
R1	5hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT126	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11940.raw		
R1	7hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT127N	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11940.raw		
R1	9hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT127C	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11940.raw		
R1	11hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT128N	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11940.raw		
R1	13hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT128C	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11940.raw		
R1	15hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT129N	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11940.raw		
R1	17hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT129C	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11940.raw		
R1	21hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT130N	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11940.raw		
R1	25hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT130C	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11940.raw		
R1	29hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT131N	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11940.raw		
R1	33hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT131C	1	6	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11940.raw		
R1	5hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT126	1	7	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11941.raw		
R1	7hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT127N	1	7	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11941.raw		
R1	9hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT127C	1	7	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11941.raw		
R1	11hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT128N	1	7	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11941.raw		
R1	13hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT128C	1	7	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11941.raw		
R1	15hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT129N	1	7	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11941.raw		
R1	17hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT129C	1	7	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11941.raw		
R1	21hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT130N	1	7	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11941.raw		
R1	25hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT130C	1	7	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11941.raw		
R1	29hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT131N	1	7	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11941.raw		
R1	33hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT131C	1	7	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11941.raw		
R1	5hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT126	1	8	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11942.raw		
R1	7hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT127N	1	8	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11942.raw		
R1	9hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT127C	1	8	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11942.raw		
R1	11hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT128N	1	8	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11942.raw		
R1	13hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT128C	1	8	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11942.raw		
R1	15hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT129N	1	8	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11942.raw		
R1	17hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT129C	1	8	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11942.raw		
R1	21hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT130N	1	8	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11942.raw		
R1	25hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT130C	1	8	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11942.raw		
R1	29hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT131N	1	8	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11942.raw		
R1	33hr	Saccharomyces cerevisiae	no enrichment	Flask 1	Time course	TMT131C	1	8	NT=Orbitrap Fusion Lumos	CID	NT=TMT10plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NT=TMT10plex;TA=K;AC=UNIMOD:737;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	"NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable"	not available	NT=Trypsin;AC=MS:1001251	2	1.0005 Da	20 ppm	a11942.raw		
