accession,existing_PRIDE_SDRF
PXD004804,False
PXD004807,False
PXD004808,False
PXD004809,False
PXD004810,False
PXD004812,False
PXD004813,False
PXD004814,False
PXD004815,False
PXD004816,False
PXD004817,False
PXD004818,False
PXD004819,False
PXD004820,False
PXD004824,False
PXD004825,False
PXD004828,False
PXD004859,False
PXD004860,False
PXD004862,False
PXD004863,False
PXD004865,False
PXD004866,False
PXD004867,False
PXD004868,False
PXD004869,False
PXD004870,False
PXD004871,False
PXD004873,False
PXD004874,False
PXD004875,False
PXD004876,False
PXD004879,False
PXD004880,False
PXD004881,False
PXD004882,False
PXD004883,False
PXD004884,False
PXD004886,False
PXD004887,False
PXD004888,False
PXD004889,False
PXD004890,False
PXD004891,False
PXD004892,False
PXD004893,False
PXD004894,False
PXD004895,False
PXD004896,False
PXD004897,False
PXD004898,False
PXD004899,False
PXD004900,False
PXD004906,False
PXD004908,False
PXD004909,False
PXD004910,False
PXD004911,False
PXD004912,False
PXD004913,False
PXD004914,False
PXD004915,False
PXD004916,False
PXD004917,False
PXD004918,False
PXD004919,False
PXD004920,False
PXD004921,False
PXD004922,False
PXD004923,False
PXD004924,False
PXD004926,False
PXD004927,False
PXD004928,False
PXD004929,False
PXD004930,False
PXD004931,False
PXD004932,False
PXD004933,False
PXD004934,False
PXD004935,False
PXD004936,False
PXD004937,False
PXD004938,False
PXD004939,False
PXD004940,False
PXD004941,False
PXD004942,False
PXD004944,False
PXD004945,False
PXD004947,False
PXD004948,False
PXD004949,False
PXD004950,False
PXD004951,False
PXD004952,False
PXD004953,False
PXD004954,False
PXD004955,False
PXD004956,False
PXD004958,False
PXD004960,False
PXD004962,False
PXD004963,False
PXD004964,False
PXD004965,False
PXD004966,False
PXD004967,False
PXD004969,False
PXD004970,False
PXD004971,False
PXD004972,False
PXD004973,False
PXD004974,False
PXD004975,False
PXD004977,False
PXD004979,False
PXD004980,False
PXD004981,False
PXD004983,False
PXD004984,False
PXD004985,False
PXD004986,False
PXD004987,True
PXD004988,False
PXD004989,False
PXD004991,False
PXD004992,False
PXD004993,False
PXD004994,False
PXD004995,False
PXD004997,False
PXD004998,False
PXD005002,False
PXD005003,False
PXD005004,False
PXD005005,False
PXD005006,False
PXD005007,False
PXD005008,False
PXD005009,False
PXD005011,False
PXD005012,False
PXD005013,False
PXD005014,False
PXD005015,False
PXD005017,False
PXD005018,False
PXD005020,False
PXD005021,False
PXD005022,False
PXD005025,False
PXD005026,False
PXD005028,False
PXD005031,False
PXD005032,False
PXD005034,False
PXD005035,False
PXD005038,False
PXD005039,False
PXD005040,False
PXD005041,False
PXD005042,False
PXD005043,False
PXD005044,False
PXD005045,False
PXD005046,False
PXD005047,False
PXD005048,False
PXD005054,False
PXD005055,False
PXD005056,False
PXD005058,False
PXD005059,False
PXD005060,False
PXD005063,False
PXD005064,False
PXD005065,False
PXD005072,False
PXD005073,False
PXD005074,False
PXD005075,False
PXD005076,False
PXD005077,False
PXD005080,False
PXD005081,False
PXD005082,False
PXD005083,False
PXD005084,False
PXD005085,False
PXD005086,False
PXD005087,False
PXD005089,False
PXD005090,False
PXD005091,False
PXD005092,False
PXD005093,False
PXD005095,False
PXD005097,False
PXD005100,False
PXD005101,False
PXD005102,False
PXD005104,False
PXD005105,False
PXD005106,False
PXD005107,False
PXD005111,False
PXD005117,False
PXD005118,False
PXD005119,False
PXD005120,False
PXD005123,False
PXD005125,False
PXD005126,False
PXD005128,False
PXD005129,False
PXD005130,False
PXD005131,False
PXD005132,False
PXD005133,False
PXD005137,False
PXD005138,False
PXD005139,False
PXD005140,False
PXD005141,False
PXD005142,False
PXD005143,False
PXD005144,False
PXD005145,False
PXD005146,False
PXD005148,False
PXD005149,False
PXD005150,False
PXD005152,False
PXD005154,False
PXD005155,False
PXD005156,False
PXD005157,False
PXD005158,False
PXD005160,False
PXD005164,False
PXD005165,False
PXD005166,False
PXD005167,False
PXD005168,False
PXD005169,False
PXD005170,False
PXD005178,False
PXD005179,False
PXD005180,False
PXD005181,False
PXD005182,False
PXD005183,False
PXD005184,False
PXD005185,False
PXD005187,False
PXD005188,False
PXD005189,False
PXD005190,False
PXD005191,False
PXD005192,False
PXD005193,False
PXD005194,False
PXD005196,False
PXD005197,False
PXD005198,False
PXD005200,False
PXD005201,False
PXD005202,False
PXD005204,False
PXD005205,False
PXD005206,False
PXD005207,False
PXD005209,False
PXD005210,False
PXD005211,False
PXD005214,False
PXD005215,False
PXD005216,False
PXD005217,False
PXD005218,False
PXD005219,False
PXD005220,False
PXD005222,False
PXD005223,False
PXD005224,False
PXD005225,False
PXD005227,False
PXD005229,False
PXD005230,False
PXD005231,False
PXD005232,False
PXD005234,False
PXD005235,False
PXD005236,False
PXD005237,False
PXD005238,False
PXD005239,False
PXD005240,False
PXD005241,False
PXD005242,False
PXD005245,False
PXD005246,False
PXD005248,False
PXD005251,False
PXD005252,False
PXD005253,False
PXD005254,False
PXD005255,False
PXD005256,False
PXD005257,False
PXD005258,False
PXD005259,False
PXD005262,False
PXD005263,False
PXD005265,False
PXD005266,False
PXD005267,False
PXD005270,False
PXD005271,False
PXD005272,False
PXD005273,False
PXD005274,False
PXD005276,False
PXD005277,False
PXD005280,False
PXD005283,False
PXD005285,False
PXD005286,False
PXD005287,False
PXD005290,False
PXD005291,False
PXD005292,False
PXD005293,False
PXD005295,False
PXD005296,False
PXD005297,False
PXD005299,False
PXD005300,True
PXD005301,False
PXD005303,False
PXD005304,False
PXD005305,False
PXD005306,False
PXD005308,False
PXD005309,False
PXD005310,False
PXD005311,False
PXD005312,False
PXD005314,False
PXD005317,False
PXD005318,False
PXD005319,False
PXD005320,False
PXD005321,False
PXD005322,False
PXD005323,False
PXD005324,False
PXD005330,False
PXD005333,False
PXD005334,False
PXD005335,False
PXD005336,False
PXD005337,False
PXD005339,False
PXD005340,False
PXD005341,False
PXD005342,False
PXD005343,False
PXD005345,False
PXD005346,False
PXD005347,False
PXD005349,False
PXD005350,False
PXD005351,False
PXD005353,False
PXD005354,True
PXD005355,True
PXD005356,False
PXD005357,False
PXD005359,False
PXD005360,False
PXD005361,False
PXD005362,False
PXD005364,False
PXD005366,True
PXD005367,False
PXD005368,False
PXD005369,False
PXD005370,False
PXD005371,False
PXD005372,False
PXD005373,False
PXD005374,False
PXD005375,False
PXD005376,False
PXD005377,False
PXD005378,False
PXD005381,False
PXD005383,False
PXD005384,False
PXD005386,False
PXD005387,False
PXD005388,False
PXD005389,False
PXD005390,False
PXD005400,False
PXD005401,False
PXD005402,False
PXD005403,False
PXD005404,False
PXD005405,False
PXD005407,False
PXD005408,False
PXD005409,False
PXD005410,False
PXD005411,False
PXD005412,False
PXD005413,False
PXD005414,False
PXD005415,False
PXD005417,False
PXD005418,False
PXD005419,False
PXD005420,False
PXD005421,False
PXD005422,False
PXD005423,False
PXD005424,False
PXD005425,False
PXD005426,False
PXD005428,False
PXD005432,False
PXD005433,False
PXD005434,False
PXD005435,False
PXD005436,False
PXD005437,False
PXD005439,False
PXD005440,False
PXD005442,False
PXD005443,False
PXD005444,False
PXD005445,True
PXD005447,False
PXD005449,False
PXD005450,False
PXD005451,False
PXD005452,False
PXD005453,False
PXD005454,False
PXD005455,False
PXD005457,False
PXD005459,False
PXD005461,False
PXD005462,False
PXD005463,True
PXD005464,False
PXD005465,False
PXD005466,False
PXD005467,False
PXD005469,False
PXD005470,False
PXD005471,False
PXD005472,False
PXD005473,False
PXD005477,False
PXD005478,False
PXD005479,False
PXD005480,False
PXD005481,False
PXD005482,False
PXD005484,False
PXD005485,False
PXD005486,False
PXD005487,False
PXD005488,False
PXD005489,False
PXD005491,False
PXD005492,False
PXD005493,False
PXD005494,False
PXD005497,False
PXD005499,False
PXD005500,False
PXD005501,False
PXD005502,False
PXD005503,False
PXD005505,False
PXD005506,False
PXD005507,True
PXD005508,False
PXD005509,False
PXD005513,False
PXD005514,False
PXD005516,False
PXD005517,False
PXD005518,False
PXD005520,False
PXD005521,False
PXD005523,False
PXD005525,False
PXD005526,False
PXD005527,False
PXD005532,False
PXD005533,False
PXD005534,False
PXD005535,False
PXD005536,False
PXD005537,False
PXD005538,False
PXD005539,False
PXD005541,False
PXD005542,False
PXD005543,False
PXD005544,False
PXD005547,False
PXD005548,False
PXD005549,False
PXD005550,False
PXD005551,False
PXD005553,False
PXD005554,False
PXD005555,False
PXD005556,False
PXD005557,False
PXD005558,False
PXD005559,False
PXD005563,False
PXD005565,False
PXD005566,False
PXD005567,False
PXD005568,False
PXD005569,False
PXD005570,False
PXD005571,False
PXD005572,False
PXD005573,False
PXD005574,False
PXD005575,False
PXD005578,False
PXD005579,False
PXD005580,False
PXD005581,False
PXD005582,False
PXD005583,False
PXD005584,False
PXD005585,False
PXD005586,False
PXD005587,False
PXD005589,False
PXD005590,False
PXD005592,False
PXD005596,False
PXD005597,False
PXD005598,False
PXD005599,False
PXD005600,False
PXD005601,False
PXD005602,False
PXD005603,False
PXD005604,False
PXD005605,False
PXD005606,False
PXD005609,False
PXD005610,False
PXD005611,False
PXD005612,False
PXD005613,False
PXD005614,False
PXD005615,False
PXD005616,False
PXD005619,False
PXD005620,False
PXD005621,False
PXD005624,False
PXD005627,False
PXD005628,False
PXD005629,False
PXD005630,False
PXD005632,False
PXD005633,False
PXD005634,False
PXD005635,False
PXD005636,False
PXD005639,False
PXD005640,False
PXD005641,False
PXD005642,False
PXD005643,False
PXD005644,False
PXD005645,False
PXD005646,False
PXD005647,False
PXD005648,False
PXD005649,False
PXD005650,False
PXD005654,False
PXD005655,False
PXD005656,False
PXD005657,False
PXD005658,False
PXD005659,False
PXD005660,False
PXD005661,False
PXD005663,False
PXD005664,False
PXD005665,False
PXD005666,False
PXD005667,False
PXD005668,False
PXD005669,False
PXD005670,False
PXD005671,False
PXD005675,False
PXD005676,False
PXD005677,False
PXD005679,False
PXD005680,False
PXD005681,False
PXD005687,False
PXD005688,False
PXD005690,False
PXD005691,False
PXD005692,False
PXD005693,False
PXD005696,False
PXD005697,False
PXD005698,False
PXD005699,False
PXD005700,False
PXD005701,False
PXD005704,False
PXD005706,False
PXD005708,False
PXD005709,False
PXD005710,False
PXD005712,False
PXD005713,False
PXD005714,False
PXD005715,False
PXD005717,False
PXD005718,False
PXD005719,False
PXD005720,False
PXD005721,False
PXD005722,False
PXD005723,False
PXD005724,False
PXD005725,False
PXD005726,False
PXD005728,False
PXD005729,False
PXD005730,False
PXD005731,False
PXD005732,False
PXD005733,False
PXD005734,False
PXD005735,False
PXD005736,False
PXD005738,False
PXD005739,False
PXD005740,False
PXD005743,False
PXD005744,False
PXD005745,False
PXD005746,False
PXD005747,False
PXD005748,False
PXD005749,False
PXD005751,False
PXD005752,False
PXD005753,False
PXD005755,False
PXD005756,False
PXD005757,False
PXD005758,False
PXD005759,False
PXD005760,False
PXD005761,False
PXD005765,False
PXD005766,False
PXD005768,False
PXD005769,False
PXD005773,False
PXD005776,False
PXD005777,False
PXD005778,False
PXD005780,False
PXD005781,False
PXD005782,False
PXD005785,False
PXD005786,False
PXD005787,False
PXD005788,False
PXD005792,False
PXD005793,False
PXD005794,False
PXD005795,False
PXD005796,False
PXD005797,False
PXD005798,False
PXD005802,False
PXD005803,False
PXD005804,False
PXD005810,False
PXD005812,False
PXD005814,False
PXD005815,False
PXD005818,False
PXD005819,True
PXD005821,False
PXD005822,False
PXD005823,False
PXD005824,False
PXD005825,False
PXD005827,False
PXD005828,False
PXD005829,False
PXD005830,False
PXD005831,False
PXD005833,False
PXD005834,False
PXD005835,False
PXD005837,False
PXD005838,False
PXD005840,False
PXD005841,False
PXD005842,False
PXD005843,False
PXD005844,False
PXD005845,False
PXD005846,False
PXD005847,False
PXD005848,False
PXD005849,False
PXD005850,False
PXD005851,False
PXD005852,False
PXD005853,False
PXD005854,False
PXD005855,False
PXD005857,False
PXD005858,False
PXD005859,False
PXD005860,False
PXD005861,False
PXD005863,False
PXD005864,False
PXD005865,False
PXD005869,False
PXD005870,False
PXD005871,False
PXD005873,False
PXD005875,False
PXD005876,False
PXD005877,False
PXD005878,False
PXD005879,False
PXD005880,False
PXD005881,False
PXD005883,False
PXD005884,False
PXD005889,False
PXD005890,False
PXD005892,False
PXD005893,False
PXD005894,False
PXD005895,False
PXD005896,False
PXD005897,False
PXD005898,False
PXD005899,False
PXD005901,False
PXD005903,False
PXD005904,False
PXD005905,False
PXD005906,False
PXD005907,False
PXD005908,False
PXD005910,False
PXD005911,False
PXD005912,False
PXD005913,False
PXD005914,False
PXD005915,False
PXD005917,False
PXD005919,False
PXD005920,False
PXD005921,False
PXD005923,False
PXD005924,False
PXD005926,False
PXD005928,False
PXD005929,False
PXD005931,False
PXD005932,False
PXD005933,False
PXD005934,False
PXD005935,False
PXD005936,False
PXD005938,False
PXD005939,False
PXD005940,True
PXD005941,False
PXD005942,True
PXD005943,False
PXD005944,False
PXD005945,False
PXD005946,True
PXD005948,False
PXD005949,False
PXD005951,False
PXD005953,False
PXD005954,False
PXD005955,False
PXD005957,False
PXD005958,False
PXD005959,False
PXD005960,False
PXD005968,False
PXD005969,False
PXD005970,False
PXD005971,False
PXD005972,False
PXD005973,False
PXD005976,False
PXD005977,False
PXD005978,False
PXD005979,False
PXD005980,False
PXD005981,False
PXD005982,False
PXD005984,False
PXD005985,False
PXD005986,False
PXD005987,False
PXD005988,False
PXD005989,False
PXD005992,False
PXD005993,False
PXD005994,False
PXD005995,False
PXD005997,False
PXD006001,False
PXD006002,False
PXD006003,True
PXD006004,False
PXD006005,False
PXD006006,False
PXD006007,False
PXD006008,False
PXD006009,False
PXD006010,False
PXD006011,False
PXD006012,False
PXD006013,False
PXD006014,False
PXD006015,False
PXD006016,False
PXD006023,False
PXD006024,False
PXD006025,False
PXD006026,False
PXD006027,False
PXD006028,False
PXD006030,False
PXD006031,False
PXD006033,False
PXD006034,False
PXD006035,False
PXD006036,False
PXD006039,False
PXD006040,False
PXD006042,False
PXD006045,False
PXD006046,False
PXD006048,False
PXD006049,False
PXD006051,False
PXD006053,False
PXD006054,False
PXD006055,False
PXD006056,False
PXD006057,False
PXD006058,False
PXD006060,False
PXD006061,False
PXD006062,False
PXD006063,False
PXD006064,False
PXD006066,False
PXD006067,False
PXD006068,False
PXD006069,False
PXD006070,False
PXD006072,False
PXD006074,False
PXD006075,False
PXD006077,False
PXD006078,False
PXD006079,False
PXD006080,False
PXD006081,False
PXD006083,False
PXD006084,False
PXD006085,False
PXD006086,False
PXD006087,False
PXD006089,False
PXD006091,False
PXD006092,False
PXD006093,False
PXD006095,False
PXD006096,False
PXD006097,False
PXD006098,False
PXD006102,False
PXD006103,False
PXD006104,False
PXD006106,False
PXD006108,False
PXD006109,False
PXD006112,False
PXD006113,False
PXD006114,False
PXD006115,False
PXD006116,False
PXD006117,False
PXD006118,False
PXD006119,False
PXD006120,False
PXD006121,False
PXD006122,False
PXD006123,False
PXD006124,False
PXD006125,False
PXD006126,False
PXD006127,False
PXD006128,False
PXD006129,False
PXD006130,False
PXD006131,False
PXD006132,False
PXD006134,False
PXD006135,False
PXD006136,False
PXD006137,False
PXD006138,False
PXD006139,False
PXD006140,False
PXD006141,False
PXD006142,False
PXD006143,False
PXD006144,False
PXD006145,False
PXD006146,False
PXD006147,False
PXD006148,False
PXD006151,False
PXD006152,False
PXD006153,False
PXD006154,False
PXD006155,False
PXD006156,False
PXD006157,False
PXD006158,False
PXD006159,False
PXD006164,False
PXD006165,False
PXD006166,False
PXD006167,False
PXD006168,False
PXD006169,False
PXD006171,False
PXD006172,False
PXD006174,False
PXD006176,False
PXD006177,False
PXD006178,False
PXD006179,False
PXD006180,False
PXD006181,False
PXD006182,False
PXD006183,False
PXD006185,False
PXD006186,False
PXD006188,False
PXD006190,False
PXD006191,False
PXD006192,False
PXD006193,False
PXD006195,True
PXD006196,False
PXD006197,False
PXD006198,False
PXD006199,False
PXD006200,False
PXD006201,False
PXD006204,False
PXD006205,False
PXD006207,False
PXD006209,False
PXD006211,False
PXD006212,False
PXD006213,False
PXD006214,False
PXD006215,False
PXD006216,False
PXD006217,False
PXD006223,False
PXD006224,False
PXD006225,False
PXD006226,False
PXD006227,False
PXD006232,False
PXD006233,True
PXD006234,False
PXD006235,False
PXD006236,False
PXD006237,False
PXD006238,False
PXD006239,False
PXD006240,False
PXD006241,False
PXD006242,False
PXD006245,False
PXD006246,False
PXD006247,False
PXD006249,False
PXD006250,False
PXD006251,False
PXD006252,False
PXD006253,False
PXD006254,False
PXD006255,False
PXD006256,False
PXD006257,False
PXD006260,False
PXD006262,False
PXD006263,False
PXD006265,False
PXD006266,False
PXD006267,False
PXD006268,False
PXD006269,False
PXD006270,False
PXD006271,False
PXD006272,False
PXD006274,False
PXD006276,False
PXD006277,False
PXD006279,False
PXD006280,False
PXD006281,False
PXD006283,False
PXD006285,False
PXD006286,False
PXD006287,False
PXD006289,False
PXD006290,False
PXD006291,False
PXD006293,False
PXD006294,False
PXD006295,False
PXD006296,False
PXD006297,False
PXD006298,False
PXD006299,False
PXD006301,False
PXD006302,False
PXD006308,False
PXD006310,False
PXD006311,False
PXD006313,False
PXD006314,False
PXD006316,False
PXD006317,False
PXD006318,False
PXD006320,False
PXD006321,False
PXD006322,False
PXD006323,False
PXD006325,False
PXD006326,False
PXD006327,False
PXD006328,False
PXD006329,False
PXD006330,False
PXD006332,False
PXD006333,False
PXD006334,False
PXD006335,False
PXD006336,False
PXD006337,False
PXD006338,False
PXD006339,False
PXD006340,False
PXD006341,False
PXD006342,False
PXD006343,False
PXD006344,False
PXD006347,False
PXD006348,False
PXD006349,False
PXD006350,False
PXD006352,False
PXD006353,False
PXD006354,False
PXD006356,False
PXD006358,False
PXD006359,False
PXD006360,False
PXD006361,False
PXD006362,False
PXD006363,False
PXD006364,False
PXD006365,False
PXD006366,False
PXD006367,False
PXD006371,False
PXD006372,False
PXD006373,False
PXD006375,False
PXD006377,False
PXD006380,False
PXD006381,False
PXD006382,False
PXD006383,False
PXD006384,False
PXD006385,False
PXD006386,False
PXD006389,False
PXD006390,False
PXD006391,False
PXD006392,False
PXD006393,False
PXD006395,False
PXD006396,False
PXD006397,False
PXD006400,False
PXD006401,True
PXD006403,False
PXD006404,False
PXD006406,False
PXD006407,False
PXD006408,False
PXD006410,False
PXD006412,False
PXD006413,False
PXD006416,False
PXD006417,False
PXD006418,False
PXD006419,False
PXD006421,False
PXD006423,False
PXD006424,False
PXD006425,False
PXD006426,False
PXD006427,False
PXD006428,False
PXD006429,False
PXD006430,True
PXD006432,False
PXD006434,False
PXD006435,False
PXD006436,False
PXD006437,False
PXD006438,False
PXD006439,False
PXD006440,False
PXD006441,False
PXD006442,False
PXD006444,False
PXD006445,False
PXD006446,False
PXD006447,False
PXD006448,False
PXD006449,False
PXD006450,False
PXD006452,False
PXD006454,False
PXD006455,False
PXD006457,False
PXD006458,False
PXD006459,False
PXD006460,False
PXD006461,False
PXD006462,False
PXD006463,False
PXD006464,False
PXD006465,False
PXD006466,False
PXD006467,False
PXD006468,False
PXD006470,False
PXD006471,False
PXD006472,False
PXD006473,False
PXD006474,False
PXD006475,False
PXD006476,False
PXD006479,False
PXD006482,True
PXD006483,False
PXD006484,False
PXD006486,False
PXD006487,False
PXD006489,False
PXD006491,False
PXD006494,False
PXD006497,False
PXD006498,False
PXD006501,False
PXD006502,False
PXD006503,False
PXD006504,False
PXD006506,False
PXD006509,False
PXD006510,False
PXD006511,False
PXD006512,False
PXD006513,False
PXD006514,False
PXD006515,False
PXD006517,False
PXD006518,False
PXD006522,False
PXD006525,False
PXD006526,False
PXD006527,False
PXD006528,False
PXD006531,False
PXD006532,False
PXD006534,False
PXD006535,False
PXD006536,False
PXD006537,False
PXD006539,False
PXD006541,False
PXD006542,True
PXD006543,False
PXD006544,False
PXD006545,False
PXD006546,False
PXD006548,False
PXD006550,False
PXD006551,False
PXD006552,False
PXD006553,False
PXD006554,False
PXD006556,False
PXD006557,False
PXD006558,False
PXD006559,False
PXD006561,False
PXD006562,False
PXD006563,False
PXD006567,False
PXD006568,False
PXD006569,False
PXD006570,False
PXD006571,False
PXD006572,False
PXD006573,False
PXD006574,False
PXD006575,False
PXD006576,False
PXD006577,False
PXD006578,False
PXD006579,False
PXD006580,False
PXD006581,False
PXD006582,False
PXD006583,False
PXD006584,False
PXD006587,False
PXD006588,False
PXD006589,False
PXD006590,False
PXD006591,False
PXD006593,False
PXD006594,False
PXD006595,False
PXD006596,False
PXD006598,False
PXD006599,False
PXD006600,False
PXD006601,False
PXD006602,False
PXD006603,False
PXD006604,False
PXD006605,False
PXD006607,True
PXD006612,False
PXD006613,False
PXD006614,False
PXD006615,False
PXD006616,False
PXD006617,False
PXD006618,False
PXD006620,False
PXD006622,False
PXD006624,False
PXD006625,False
PXD006626,False
PXD006630,False
PXD006631,False
PXD006632,False
PXD006633,False
PXD006635,False
PXD006637,False
PXD006638,False
PXD006639,False
PXD006640,False
PXD006641,False
PXD006642,False
PXD006643,False
PXD006644,False
PXD006645,False
PXD006646,False
PXD006647,False
PXD006648,False
PXD006650,False
PXD006651,False
PXD006652,False
PXD006653,False
PXD006654,False
PXD006655,False
PXD006656,False
PXD006657,False
PXD006658,False
PXD006660,False
PXD006661,False
PXD006662,False
PXD006663,False
PXD006665,False
PXD006671,False
PXD006672,False
PXD006673,False
PXD006674,False
PXD006675,True
PXD006676,False
PXD006677,False
PXD006678,False
PXD006679,False
PXD006680,False
PXD006683,False
PXD006685,False
PXD006686,False
PXD006687,False
PXD006688,False
PXD006689,False
PXD006690,False
PXD006691,False
PXD006692,False
PXD006693,False
PXD006695,False
PXD006696,False
PXD006697,False
PXD006698,False
PXD006700,False
PXD006701,False
PXD006702,False
PXD006703,False
PXD006704,False
PXD006705,False
PXD006707,False
PXD006708,False
PXD006710,False
PXD006711,False
PXD006712,False
PXD006713,False
PXD006714,False
PXD006715,False
PXD006716,False
PXD006717,False
PXD006718,False
PXD006719,False
PXD006720,False
PXD006722,False
PXD006723,False
PXD006726,False
PXD006731,False
PXD006732,False
PXD006734,False
PXD006735,False
PXD006736,False
PXD006738,False
PXD006739,False
PXD006741,False
PXD006742,False
PXD006743,False
PXD006745,False
PXD006747,False
PXD006750,False
PXD006751,False
PXD006752,False
PXD006753,False
PXD006754,False
PXD006755,False
PXD006756,False
PXD006757,False
PXD006759,False
PXD006760,False
PXD006761,False
PXD006762,False
PXD006763,False
PXD006764,False
PXD006765,False
PXD006766,False
PXD006767,False
PXD006768,False
PXD006769,False
PXD006770,False
PXD006773,False
PXD006775,False
PXD006776,False
PXD006777,False
PXD006778,False
PXD006779,False
PXD006781,False
PXD006785,False
PXD006786,False
PXD006787,False
PXD006788,False
PXD006790,False
PXD006791,False
PXD006792,False
PXD006798,False
PXD006799,False
PXD006800,False
PXD006802,False
PXD006803,False
PXD006805,False
PXD006806,False
PXD006807,False
PXD006808,False
PXD006809,False
PXD006810,False
PXD006811,False
PXD006812,False
PXD006813,False
PXD006814,False
PXD006815,False
PXD006816,False
PXD006817,False
PXD006818,False
PXD006819,False
PXD006820,False
PXD006821,False
PXD006822,False
PXD006823,False
PXD006825,False
PXD006827,False
PXD006828,False
PXD006829,False
PXD006831,False
PXD006832,False
PXD006833,True
PXD006834,False
PXD006835,False
PXD006836,False
PXD006837,False
PXD006838,False
PXD006839,False
PXD006840,False
PXD006842,False
PXD006847,False
PXD006848,False
PXD006849,False
PXD006850,False
PXD006851,False
PXD006856,False
PXD006857,False
PXD006858,False
PXD006863,False
PXD006865,False
PXD006867,False
PXD006868,False
PXD006869,False
PXD006870,False
PXD006871,False
PXD006873,False
PXD006874,False
PXD006875,False
PXD006876,False
PXD006877,True
PXD006879,False
PXD006880,False
PXD006881,False
PXD006882,False
PXD006883,False
PXD006884,False
PXD006886,False
PXD006887,False
PXD006888,False
PXD006889,False
PXD006890,False
PXD006891,False
PXD006892,False
PXD006893,False
PXD006894,False
PXD006895,False
PXD006896,False
PXD006897,False
PXD006898,False
PXD006899,False
PXD006900,False
PXD006901,False
PXD006903,False
PXD006904,False
PXD006905,False
PXD006907,False
PXD006908,False
PXD006909,False
PXD006910,False
PXD006911,False
PXD006912,False
PXD006913,False
PXD006914,True
PXD006915,False
PXD006916,False
PXD006920,False
PXD006921,False
PXD006922,False
PXD006925,False
PXD006926,False
PXD006927,False
PXD006928,False
PXD006929,False
PXD006930,False
PXD006931,False
PXD006932,False
PXD006933,False
PXD006934,False
PXD006935,False
PXD006938,False
PXD006939,False
PXD006988,False
PXD006989,False
PXD006990,False
PXD006991,False
PXD006992,False
PXD006993,False
PXD006994,False
PXD006995,False
PXD006996,False
PXD006997,False
PXD006998,False
PXD006999,False
PXD007000,False
PXD007034,False
PXD007035,False
PXD007036,False
PXD007037,False
PXD007038,False
PXD007039,False
PXD007040,False
PXD007042,False
PXD007043,False
PXD007044,False
PXD007045,False
PXD007048,False
PXD007049,False
PXD007050,False
PXD007051,False
PXD007052,False
PXD007054,False
PXD007055,False
PXD007056,False
PXD007058,False
PXD007060,False
PXD007062,False
PXD007063,False
PXD007065,False
PXD007066,False
PXD007068,False
PXD007071,False
PXD007073,False
PXD007075,False
PXD007077,False
PXD007078,False
PXD007079,False
PXD007080,False
PXD007081,False
PXD007082,False
PXD007083,False
PXD007085,False
PXD007086,False
PXD007087,False
PXD007088,False
PXD007089,False
PXD007090,False
PXD007091,False
PXD007092,False
PXD007093,False
PXD007094,False
PXD007095,False
PXD007096,False
PXD007097,False
PXD007098,False
PXD007099,False
PXD007100,False
PXD007101,False
PXD007103,False
PXD007104,False
PXD007106,False
PXD007107,False
PXD007108,False
PXD007113,False
PXD007114,False
PXD007115,False
PXD007116,False
PXD007118,False
PXD007121,False
PXD007122,False
PXD007123,False
PXD007124,False
PXD007125,False
PXD007126,False
PXD007127,False
PXD007128,False
PXD007130,False
PXD007132,False
PXD007133,False
PXD007134,False
PXD007135,False
PXD007136,False
PXD007137,False
PXD007139,False
PXD007140,False
PXD007144,False
PXD007145,False
PXD007146,False
PXD007148,False
PXD007149,False
PXD007150,False
PXD007151,False
PXD007153,False
PXD007154,False
PXD007155,False
PXD007156,False
PXD007157,False
PXD007158,False
PXD007159,False
PXD007160,True
PXD007162,False
PXD007163,False
PXD007164,False
PXD007165,False
PXD007167,False
PXD007168,False
PXD007169,False
PXD007170,False
PXD007171,False
PXD007172,False
PXD007174,False
PXD007175,False
PXD007176,False
PXD007178,False
PXD007180,False
PXD007182,False
PXD007183,False
PXD007184,False
PXD007185,False
PXD007186,False
PXD007188,False
PXD007189,False
PXD007190,False
PXD007191,False
PXD007192,False
PXD007193,False
PXD007194,False
PXD007203,False
PXD007204,False
PXD007206,False
PXD007207,False
PXD007210,False
PXD007211,False
PXD007214,False
PXD007215,False
PXD007217,False
PXD007220,False
PXD007221,False
PXD007223,False
PXD007224,False
PXD007226,False
PXD007227,False
PXD007228,False
PXD007229,False
PXD007230,False
PXD007231,False
PXD007232,False
PXD007233,False
PXD007234,False
PXD007235,False
PXD007236,False
PXD007237,False
PXD007238,False
PXD007239,False
PXD007241,False
PXD007243,False
PXD007244,False
PXD007249,False
PXD007250,False
PXD007251,False
PXD007252,False
PXD007253,False
PXD007254,False
PXD007255,False
PXD007256,False
PXD007257,False
PXD007258,False
PXD007259,False
PXD007261,False
PXD007262,False
PXD007263,False
PXD007265,False
PXD007266,False
PXD007267,False
PXD007268,False
PXD007270,False
PXD007271,False
PXD007273,False
PXD007278,False
PXD007280,False
PXD007281,False
PXD007282,False
PXD007283,False
PXD007284,False
PXD007285,False
PXD007287,False
PXD007288,False
PXD007289,False
PXD007510,False
PXD007511,False
PXD007513,False
PXD007514,False
PXD007515,False
PXD007516,False
PXD007517,False
PXD007525,False
PXD007527,False
PXD007528,False
PXD007529,False
PXD007531,False
