source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013737-Sample-36	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_27.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-37	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_67.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-38	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_02.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-39	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_47.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-40	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_03.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-41	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_84.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-42	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_24.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-43	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_26.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-44	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_46.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-45	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_57.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-46	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_63.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-47	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_64.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-48	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_04.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-49	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_45.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-50	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_83.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-51	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 51	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_52.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-52	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 52	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_79.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-53	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 53	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_78.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-54	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 54	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_58.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-55	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 55	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_94.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-56	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 56	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_48.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-57	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 57	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_15.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-58	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 58	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_54.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-59	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 59	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_17.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-60	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 60	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_22.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-61	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 61	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_01.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-62	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 62	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_39.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-63	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 63	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_18.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-64	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 64	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_56.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-65	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 65	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_80.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-66	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 66	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_31.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-67	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 67	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_72.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-68	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 68	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_40.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-69	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 69	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_21.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-70	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 70	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_88.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
